,community,province,population,population_type (Census 2016),lat,long,violence_rate,year,nat_avg,community_prov
621,Amherstburg,ON,21936.0,Census subdivision,42.1014,-83.1087,528.0,2010,1493.7,"Amherstburg, ON"
630,Oxford,ON,110862.0,Census division,43.184,-80.7214,529.0,2010,1493.7,"Oxford, ON"
638,Coaldale,AB,8215.0,Census subdivision,49.7275,-112.6179,533.0,2010,1493.7,"Coaldale, AB"
646,Upper Ottawa Valley (Petawawa),ON,17187.0,Census subdivision,45.755,-77.206,534.0,2010,1493.7,"Upper Ottawa Valley (Petawawa), ON"
654,Killarney,MB,3429.0,Census subdivision,49.1817,-99.665,536.0,2010,1493.7,"Killarney, MB"
655,L'Islet Region,QC,17798.0,Census division,45.852,-73.4124,536.0,2010,1493.7,"L'Islet Region, QC"
658,Grey County (Meaford),ON,10991.0,Census subdivision,44.6059,-80.5937,537.0,2010,1493.7,"Grey County (Meaford), ON"
681,Perth County (North Perth),ON,13130.0,Census subdivision,43.7749,-80.9429,543.0,2010,1493.7,"Perth County (North Perth), ON"
689,Napanee (Stone Mills),ON,7702.0,Census subdivision,44.4402,-76.9746,545.0,2010,1493.7,"Napanee (Stone Mills), ON"
715,York Region (Markham/Vaughan),ON,328966.0,Census subdivision,43.9885,-79.4704,551.0,2010,1493.7,"York Region (Markham/Vaughan), ON"
719,Lameque,NB,1285.0,Census subdivision,43.0527,-82.0407,552.0,2010,1493.7,"Lameque, NB"
728,Strathroy-Caradoc,ON,20867.0,Census subdivision,42.9575,-81.61667,554.0,2010,1493.7,"Strathroy-Caradoc, ON"
734,Lotbiniere Region,QC,31741.0,Census division,46.6166,-71.9307,555.0,2010,1493.7,"Lotbiniere Region, QC"
737,Stratford,PEI,,,46.2159,-63.0886,555.0,2010,1493.7,"Stratford, PEI"
738,Granit Region,QC,21462.0,Census division,45.5955,-70.9075,556.0,2010,1493.7,"Granit Region, QC"
748,Grenville County (Prescott/Augusta),ON,11575.0,Census subdivision,44.7093,-75.51899999999999,559.0,2010,1493.7,"Grenville County (Prescott/Augusta), ON"
753,Coldstream,BC,10648.0,Census subdivision,50.2241,-119.1683,561.0,2010,1493.7,"Coldstream, BC"
754,Collingwood (The Blue Mountains),ON,7025.0,Census subdivision,44.483333,-80.38333,561.0,2010,1493.7,"Collingwood (The Blue Mountains), ON"
768,Central Saanich,BC,16814.0,Census subdivision,48.5704,-123.3998,565.0,2010,1493.7,"Central Saanich, BC"
769,Peel Region (Mississauga/Brampton),ON,1381739.0,Census division,43.616667,-79.61667,565.0,2010,1493.7,"Peel Region (Mississauga/Brampton), ON"
770,Vaudreuil-Soulanges Region,QC,149309.0,Census division,45.3834,-74.2591,565.0,2010,1493.7,"Vaudreuil-Soulanges Region, QC"
4453,Ste. Rose du Lac,MB,1021.0,Designated place,51.0611,-99.5234,566.0,2010,1493.7,"Ste. Rose du Lac, MB"
4455,High Level,AB,3159.0,Census subdivision,58.5164,-117.1352,566.0,2010,1493.7,"High Level, AB"
773,Essex County (Kingsville),ON,21552.0,Census subdivision,42.0363,-82.73899999999999,567.0,2010,1493.7,"Essex County (Kingsville), ON"
774,Leeds County (Brockville),ON,21346.0,Census subdivision,44.5895,-75.6843,567.0,2010,1493.7,"Leeds County (Brockville), ON"
792,North Vancouver District,BC,85935.0,Census subdivision,49.348,-123.025,572.0,2010,1493.7,"North Vancouver District, BC"
793,Port Moody,BC,33551.0,Census subdivision,49.2849,-122.8678,572.0,2010,1493.7,"Port Moody, BC"
808,Iles-de-la-Madeleine,QC,12475.0,Census division,47.3877,-61.9012,576.0,2010,1493.7,"Iles-de-la-Madeleine, QC"
811,Colwood,BC,16859.0,Census subdivision,48.4288,-123.4889,577.0,2010,1493.7,"Colwood, BC"
866,Mount Forest (Southgate),ON,7354.0,Census subdivision,43.9811,-80.7359,591.0,2010,1493.7,"Mount Forest (Southgate), ON"
873,Rideau Lakes (Westport),ON,10326.0,Census subdivision,44.6582,-76.2796,592.0,2010,1493.7,"Rideau Lakes (Westport), ON"
877,Beiseker,AB,819.0,Census subdivision,51.385,-113.5353,594.0,2010,1493.7,"Beiseker, AB"
927,Etchemins Region,QC,16536.0,Census division,46.2986,-70.4137,611.0,2010,1493.7,"Etchemins Region, QC"
929,Magog,QC,26669.0,Census subdivision,45.2665,-72.148,611.0,2010,1493.7,"Magog, QC"
933,Sidney,BC,11672.0,Census subdivision,48.6502,-123.399,612.0,2010,1493.7,"Sidney, BC"
946,Kamouraska Region,QC,616.0,Census subdivision,47.5661,-69.866,616.0,2010,1493.7,"Kamouraska Region, QC"
947,Saugeen Shores,ON,13715.0,Census subdivision,44.4225,-81.4035,616.0,2010,1493.7,"Saugeen Shores, ON"
949,Ottawa,ON,934243.0,Census subdivision,45.4215,-75.6972,618.0,2010,1493.7,"Ottawa, ON"
981,Picture Butte,AB,1810.0,Census subdivision,49.873000000000005,-112.7802,625.0,2010,1493.7,"Picture Butte, AB"
982,Shawnigan Lake,BC,3945.0,Designated place,48.6512,-123.645,625.0,2010,1493.7,"Shawnigan Lake, BC"
996,Durham Region (Oshawa/Whitby/Ajax),ON,645862.0,Census division,43.916667,-78.93333,628.0,2010,1493.7,"Durham Region (Oshawa/Whitby/Ajax), ON"
1010,Middlesex,ON,455526.0,Census division,42.931000000000004,-81.4279,633.0,2010,1493.7,"Middlesex, ON"
1015,East Algoma (Blind River/Thessalon),ON,4758.0,Census subdivision,48.0,-84.5,634.0,2010,1493.7,"East Algoma (Blind River/Thessalon), ON"
1037,Cote-de-Beaupre Region,QC,28199.0,Census division,47.4123,-71.274,642.0,2010,1493.7,"Cote-de-Beaupre Region, QC"
1040,Memphremagog Region,QC,50415.0,Census division,45.266667,-72.08333,643.0,2010,1493.7,"Memphremagog Region, QC"
1044,Mascouche,QC,46692.0,Census subdivision,45.7773,-73.6324,644.0,2010,1493.7,"Mascouche, QC"
1059,Erable Region,QC,,,46.1908,-71.6338,648.0,2010,1493.7,"Erable Region, QC"
1066,Perth County (St. Marys),ON,7265.0,Census subdivision,43.2596,-81.1407,652.0,2010,1493.7,"Perth County (St. Marys), ON"
1081,Bromont,QC,9041.0,Census subdivision,45.2852,-72.6872,657.0,2010,1493.7,"Bromont, QC"
1087,Westman,MB,,,49.875,-100.33333,658.0,2010,1493.7,"Westman, MB"
1090,Nottawasaga (New Tecumseth/Essa/Adjala Tosorontio),ON,66300.0,Census subdivision,44.133333,-79.93333,659.0,2010,1493.7,"Nottawasaga (New Tecumseth/Essa/Adjala Tosorontio), ON"
1120,Lanark County (Lanark Highlands),ON,5338.0,Census subdivision,45.0614,-76.4837,669.0,2010,1493.7,"Lanark County (Lanark Highlands), ON"
1124,Exeter (South Huron),ON,10096.0,Census subdivision,43.3473,-81.4806,671.0,2010,1493.7,"Exeter (South Huron), ON"
1133,Sherbrooke,QC,161323.0,,45.401,-71.8824,673.0,2010,1493.7,"Sherbrooke, QC"
1141,Nicolet-Yamaska Region,QC,23159.0,Census division,46.1511,-72.6121,676.0,2010,1493.7,"Nicolet-Yamaska Region, QC"
1142,North Saanich,BC,11249.0,Census subdivision,48.6197,-123.4169,676.0,2010,1493.7,"North Saanich, BC"
1169,Oceanside,BC,,,49.328,-124.397,685.0,2010,1493.7,"Oceanside, BC"
1174,Coaticook Region,QC,18497.0,Census division,45.1337,-71.8039,687.0,2010,1493.7,"Coaticook Region, QC"
1181,La Ronge,SK,2688.0,Census subdivision,47.1031,-70.35,688.0,2010,1493.7,"La Ronge, SK"
1206,Grenville County (North Grenville),ON,16451.0,Census subdivision,44.9552,-75.6282,695.0,2010,1493.7,"Grenville County (North Grenville), ON"
1211,Matapedia Region,QC,17925.0,Census division,48.3,-67.56667,696.0,2010,1493.7,"Matapedia Region, QC"
1214,Blue Hills,MB,,,49.7538,-99.87100000000001,697.0,2010,1493.7,"Blue Hills, MB"
1221,Bracebridge/Bala,ON,,,45.038999999999994,-79.3079,698.0,2010,1493.7,"Bracebridge/Bala, ON"
1272,St. Thomas,ON,38909.0,Census subdivision,42.7777,-81.1827,712.0,2010,1493.7,"St. Thomas, ON"
1273,Stormont/Dundas/Glengarry,ON,,,45.1228,-74.8733,712.0,2010,1493.7,"Stormont/Dundas/Glengarry, ON"
1277,Parksville,BC,12514.0,,49.3193,-124.3136,713.0,2010,1493.7,"Parksville, BC"
1287,City of Kawartha Lakes,ON,75423.0,Census subdivision,44.5337,-78.9006,716.0,2010,1493.7,"City of Kawartha Lakes, ON"
1296,Lévis,QC,143414.0,Census subdivision,46.7382,-71.2465,719.0,2010,1493.7,"Lévis, QC"
1321,Brome-Missisquoi Region,QC,58314.0,Census division,45.1232,-72.7611,725.0,2010,1493.7,"Brome-Missisquoi Region, QC"
1323,Oakbank,MB,,,49.9391,-96.8426,725.0,2010,1493.7,"Oakbank, MB"
1328,Haldimand County,ON,45608.0,Census subdivision,42.9277,-79.8762,726.0,2010,1493.7,"Haldimand County, ON"
1333,Northumberland (Brighton),ON,5861.0,Census subdivision,44.0423,-77.7369,727.0,2010,1493.7,"Northumberland (Brighton), ON"
1337,Athabaska Region,QC,,,45.9394,-72.0236,729.0,2010,1493.7,"Athabaska Region, QC"
1348,Canora,SK,2024.0,Census subdivision,51.6339,-102.43700000000001,733.0,2010,1493.7,"Canora, SK"
1349,Delta,BC,102238.0,Census subdivision,49.0952,-123.0265,733.0,2010,1493.7,"Delta, BC"
1353,Basques Region,QC,8694.0,Census division,48.1,-69.06667,734.0,2010,1493.7,"Basques Region, QC"
1384,Napanee,ON,7439.0,Census subdivision,44.2148,-76.9643,742.0,2010,1493.7,"Napanee, ON"
1394,Val-Saint-Francois Region,QC,30686.0,Census division,45.5258,-72.125,744.0,2010,1493.7,"Val-Saint-Francois Region, QC"
1396,Markdale (Grey Highlands),ON,9804.0,Census subdivision,44.3187,-80.6479,746.0,2010,1493.7,"Markdale (Grey Highlands), ON"
1399,Quinte West,ON,43577.0,Census subdivision,44.178999999999995,-77.5861,746.0,2010,1493.7,"Quinte West, ON"
1403,Lacombe,AB,13057.0,Census subdivision,48.474,-71.7488,748.0,2010,1493.7,"Lacombe, AB"
1432,Coquitlam,BC,139284.0,Census subdivision,49.2838,-122.7932,757.0,2010,1493.7,"Coquitlam, BC"
1460,Killaloe,ON,2420.0,Census subdivision,45.555,-77.4164,762.0,2010,1493.7,"Killaloe, ON"
1467,Rainy River District (Emo/Rainy River),ON,20110.0,Census division,48.8499,-92.637,763.0,2010,1493.7,"Rainy River District (Emo/Rainy River), ON"
4479,North Battleford,SK,14315.0,Census subdivision,52.7765,-108.2975,765.0,2010,1493.7,"North Battleford, SK"
1488,Port Coquitlam,BC,123576.0,Federal electoral district,49.2628,-122.7811,768.0,2010,1493.7,"Port Coquitlam, BC"
1504,Huron/Wingham,ON,59297.0,,43.8879,-81.3117,773.0,2010,1493.7,"Huron/Wingham, ON"
1532,Saint-Georges,QC,32513.0,Census subdivision,46.1229,-70.6704,779.0,2010,1493.7,"Saint-Georges, QC"
1542,Clarenville-Bonavista District,NL,9739.0,Census subdivision,48.1464,-53.9628,781.0,2010,1493.7,"Clarenville-Bonavista District, NL"
1561,Portneuf Region,QC,53008.0,Census division,46.6985,-71.891,785.0,2010,1493.7,"Portneuf Region, QC"
1568,Rimouski-Neigette Region,QC,56650.0,Census division,48.4071,-68.59,787.0,2010,1493.7,"Rimouski-Neigette Region, QC"
1571,Halifax County,NS,403390.0,Census division,44.9,-63.1,788.0,2010,1493.7,"Halifax County, NS"
1574,Riviere-du-Nord Region,QC,112156.0,Federal electoral district,45.816666999999995,-74.01666999999999,788.0,2010,1493.7,"Riviere-du-Nord Region, QC"
1589,Colchester County,NS,50585.0,Census division,45.4255,-63.3275,791.0,2010,1493.7,"Colchester County, NS"
1605,Montmagny Region,QC,22698.0,Census division,46.9801,-70.5566,794.0,2010,1493.7,"Montmagny Region, QC"
1607,Calgary,AB,1239220.0,Census subdivision,51.0486,-114.0708,795.0,2010,1493.7,"Calgary, AB"
1618,Haut-Saint-François Region,QC,22335.0,Census division,45.5241,-71.4053,797.0,2010,1493.7,"Haut-Saint-François Region, QC"
4480,New Hazelton,BC,580.0,Census subdivision,55.2476,-127.5916,798.0,2010,1493.7,"New Hazelton, BC"
1670,Becancour Region,QC,20404.0,Census division,46.3506,-72.4351,813.0,2010,1493.7,"Becancour Region, QC"
1671,Comox Valley,BC,66527.0,Census division,49.7064,-125.0219,813.0,2010,1493.7,"Comox Valley, BC"
1680,Stratford,ON,31465.0,Census subdivision,43.37,-80.9822,815.0,2010,1493.7,"Stratford, ON"
1702,Longueuil,QC,239700.0,Census subdivision,45.5369,-73.5107,821.0,2010,1493.7,"Longueuil, QC"
1730,Grey County (Chatsworth),ON,6630.0,Census subdivision,44.4562,-80.8975,832.0,2010,1493.7,"Grey County (Chatsworth), ON"
1734,Essex,ON,20427.0,Census subdivision,42.1727,-82.8189,833.0,2010,1493.7,"Essex, ON"
1750,Haute-Yamaska Region,QC,88306.0,Census division,45.4478,-72.6128,838.0,2010,1493.7,"Haute-Yamaska Region, QC"
1764,Guelph,ON,131794.0,Census subdivision,43.5448,-80.2482,841.0,2010,1493.7,"Guelph, ON"
1768,Robert-Cliche Region,QC,19125.0,Census division,46.2556,-70.8483,842.0,2010,1493.7,"Robert-Cliche Region, QC"
1779,Russell County/Hawkesbury (The Nation),ON,,,45.4056,-74.9805,846.0,2010,1493.7,"Russell County/Hawkesbury (The Nation), ON"
1783,Laval,QC,589400.0,Census subdivision,45.6066,-73.7124,847.0,2010,1493.7,"Laval, QC"
1802,Strathcona,AB,98044.0,Census subdivision,53.522,-113.4916,851.0,2010,1493.7,"Strathcona, AB"
1806,Chenaux Region,QC,,,46.5,-72.41667,852.0,2010,1493.7,"Chenaux Region, QC"
1809,Mississippi Mills,ON,13163.0,,45.2314,-76.1938,853.0,2010,1493.7,"Mississippi Mills, ON"
1818,Avalon East District,NL,86494.0,Federal Electoral District,47.29,-53.35,858.0,2010,1493.7,"Avalon East District, NL"
1820,Humboldt,SK,5869.0,Census subdivision,52.202,-105.1229,859.0,2010,1493.7,"Humboldt, SK"
1836,Essex County (Leamington),ON,27595.0,Census subdivision,42.0532,-82.5999,862.0,2010,1493.7,"Essex County (Leamington), ON"
1839,Evansburg,AB,795.0,Designated place,53.5998,-115.0177,863.0,2010,1493.7,"Evansburg, AB"
1843,Deer Lake District,NL,5249.0,Census subdivision,49.107,-57.513000000000005,864.0,2010,1493.7,"Deer Lake District, NL"
1856,Antigonish County,NS,19301.0,Census division,45.6,-61.9,868.0,2010,1493.7,"Antigonish County, NS"
1870,Trois-Rivieres,QC,134413.0,Census subdivision,46.3547,-72.5838,871.0,2010,1493.7,"Trois-Rivieres, QC"
1885,Cochrane,AB,65589.0,Census subdivision,51.191,-114.4679,877.0,2010,1493.7,"Cochrane, AB"
1889,Didsbury,AB,5268.0,Census subdivision,51.6608,-114.1365,878.0,2010,1493.7,"Didsbury, AB"
1900,White Rock,BC,19952.0,Census subdivision,49.0253,-122.803,881.0,2010,1493.7,"White Rock, BC"
1911,Mitis Region,QC,18210.0,Census subdivision,48.6536,-68.1375,885.0,2010,1493.7,"Mitis Region, QC"
1915,Morris,MB,1885.0,Census subdivision,49.3545,-97.3647,886.0,2010,1493.7,"Morris, MB"
4492,Lac-Saint-Jean-Est Region,QC,52741.0,Census division,54.7696,-111.9725,891.0,2010,1493.7,"Lac-Saint-Jean-Est Region, QC"
4497,Powerview,MB,684.0,Designated place,50.5648,-96.1972,893.0,2010,1493.7,"Powerview, MB"
1999,Barrie,ON,141434.0,Census subdivision,44.3894,-79.6903,911.0,2010,1493.7,"Barrie, ON"
2007,Kindersley,SK,4571.0,Census subdivision,51.4675,-109.1547,912.0,2010,1493.7,"Kindersley, SK"
2015,Enfield (East Hants),NS,22453.0,Census subdivision,45.0389,-63.7126,915.0,2010,1493.7,"Enfield (East Hants), NS"
2017,Rouyn-Noranda,QC,42334.0,Census subdivision,48.2342,-79.0188,915.0,2010,1493.7,"Rouyn-Noranda, QC"
2057,Huntsville,ON,19816.0,,45.3269,-79.2168,927.0,2010,1493.7,"Huntsville, ON"
2062,Orangeville,ON,28900.0,Census subdivision,43.92,-80.0943,928.0,2010,1493.7,"Orangeville, ON"
2085,Souris,PEI,1053.0,Census subdivision,46.355,-62.2518,934.0,2010,1493.7,"Souris, PEI"
2088,Maskinonge Region,QC,2319.0,Census subdivision,46.316666999999995,-72.93333,935.0,2010,1493.7,"Maskinonge Region, QC"
2094,White Butte,SK,,,50.466667,-104.41667,936.0,2010,1493.7,"White Butte, SK"
2098,Niagara Region (St. Catharines),ON,406074.0,CMA,43.0582,-79.2902,937.0,2010,1493.7,"Niagara Region (St. Catharines), ON"
2100,St. Albert,AB,65589.0,Census subdivision,53.6305,-113.6256,937.0,2010,1493.7,"St. Albert, AB"
2104,Lanark County (Tay Valley Township),ON,5665.0,Census subdivision,44.888999999999996,-76.3172,938.0,2010,1493.7,"Lanark County (Tay Valley Township), ON"
2128,Burnaby,BC,232755.0,Census subdivision,49.2488,-122.9805,949.0,2010,1493.7,"Burnaby, BC"
2130,Grenville County (Edwardsburgh/Cardinal),ON,7093.0,Census subdivision,44.8447,-75.5073,949.0,2010,1493.7,"Grenville County (Edwardsburgh/Cardinal), ON"
2131,North Bay,ON,51553.0,Census subdivision,46.3091,-79.4608,949.0,2010,1493.7,"North Bay, ON"
2136,Noelville (Warren/Killarney),ON,,,46.1293,-80.4254,951.0,2010,1493.7,"Noelville (Warren/Killarney), ON"
2139,100 Mile House,BC,1980.0,Census subdivision,51.644,-121.295,953.0,2010,1493.7,"100 Mile House, BC"
2144,Pitt Meadows,BC,18573.0,Census subdivision,49.2191,-122.6895,955.0,2010,1493.7,"Pitt Meadows, BC"
2173,Avignon/Bonaventure Region,QC,14461.0,Census division,48.2172,-65.9045,964.0,2010,1493.7,"Avignon/Bonaventure Region, QC"
2179,Peterborough-Lakefield,ON,,,44.3091,-78.3197,966.0,2010,1493.7,"Peterborough-Lakefield, ON"
2193,West Kelowna,BC,32655.0,Census subdivision,49.8636,-119.5645,971.0,2010,1493.7,"West Kelowna, BC"
2196,Jardins de Napierville Region,QC,27870.0,Census division,45.1287,-73.5596,972.0,2010,1493.7,"Jardins de Napierville Region, QC"
2201,Saltspring Island,BC,10557.0,Census subdivision,48.8167,-123.5089,973.0,2010,1493.7,"Saltspring Island, BC"
2218,View Royal,BC,10408.0,Census subdivision,48.4528,-123.4348,978.0,2010,1493.7,"View Royal, BC"
2219,Gander,NL,11688.0,Census subdivision,48.9544,-54.6103,979.0,2010,1493.7,"Gander, NL"
2232,Lake Country,BC,12922.0,Census subdivision,48.9953,-123.8161,982.0,2010,1493.7,"Lake Country, BC"
2238,East Interlake,MB,91743.0,Economic region,50.833333,-97.66667,983.0,2010,1493.7,"East Interlake, MB"
2246,Huron (Goderich),ON,7628.0,Census subdivision,43.7428,-81.7139,986.0,2010,1493.7,"Huron (Goderich), ON"
2250,Prince Edward,ON,,,44.0003,-77.2505,988.0,2010,1493.7,"Prince Edward, ON"
2270,Devon,AB,6578.0,Census subdivision,53.3614,-113.7264,993.0,2010,1493.7,"Devon, AB"
2272,Norfolk County,ON,64044.0,Census subdivision,42.7967,-80.4136,993.0,2010,1493.7,"Norfolk County, ON"
2278,Waterloo Region (Kitchener),ON,233222.0,Census subdivision,43.4758,-80.5438,994.0,2010,1493.7,"Waterloo Region (Kitchener), ON"
2282,Domaine-du-Roy Region,QC,31285.0,Census division,48.651,-73.4157,996.0,2010,1493.7,"Domaine-du-Roy Region, QC"
2288,Thorsby,AB,985.0,Census subdivision,53.2276,-114.05,996.0,2010,1493.7,"Thorsby, AB"
2289,Collines-de-l'Outaouais Region,QC,49094.0,Census division,45.55,-75.86667,997.0,2010,1493.7,"Collines-de-l'Outaouais Region, QC"
2291,Lanark County (Drummond-North Elmsley),ON,7773.0,Census subdivision,44.9702,-76.2018,997.0,2010,1493.7,"Lanark County (Drummond-North Elmsley), ON"
2296,Pays-d'en-Haut Region,QC,,,45.9136,-74.172,999.0,2010,1493.7,"Pays-d'en-Haut Region, QC"
2297,Pierre-De Saurel Region,QC,51025.0,Census division,45.966667,-73.0,999.0,2010,1493.7,"Pierre-De Saurel Region, QC"
2635,Collingwood,ON,21793.0,Census subdivision,44.5008,-80.2169,1113.0,2010,1493.7,"Collingwood, ON"
2639,Lac La Biche,AB,8330.0,Census subdivision,50.2594,-96.0616,1115.0,2010,1493.7,"Lac La Biche, AB"
2652,Restigouche/Chaleur District,NB,,,47.77,-65.8,1121.0,2010,1493.7,"Restigouche/Chaleur District, NB"
2658,Sources Region,QC,,,45.733333,-71.8,1123.0,2010,1493.7,"Sources Region, QC"
2661,Toronto,ON,5928040.0,CMA,43.6532,-79.3832,1124.0,2010,1493.7,"Toronto, ON"
2679,Bancroft,ON,3881.0,Census subdivision,45.0559,-77.8549,1131.0,2010,1493.7,"Bancroft, ON"
2681,Joliette Region,QC,66550.0,Census division,46.016667,-73.45,1132.0,2010,1493.7,"Joliette Region, QC"
2699,South East District,NB,,,46.0431,-64.5263,1138.0,2010,1493.7,"South East District, NB"
2701,Grand Falls-Windsor District,NL,14171.0,Census subdivision,48.9277,-55.6575,1139.0,2010,1493.7,"Grand Falls-Windsor District, NL"
2707,"Beresford, Nigadoo, Petit-Rocher, Pointe-Verte",NB,6248.0,Census subdivision,47.8,-65.7,1141.0,2010,1493.7,"Beresford, Nigadoo, Petit-Rocher, Pointe-Verte, NB"
2711,Hanover,ON,7688.0,Census subdivision,44.1526,-81.0254,1143.0,2010,1493.7,"Hanover, ON"
2717,Westlock,AB,5101.0,Census subdivision,54.1522,-113.8514,1145.0,2010,1493.7,"Westlock, AB"
2762,Beaumont,AB,17396.0,Census subdivision,53.3524,-113.4154,1162.0,2010,1493.7,"Beaumont, AB"
2765,Charlevoix-Est Region,QC,15509.0,Census division,47.8449,-70.0112,1163.0,2010,1493.7,"Charlevoix-Est Region, QC"
2779,Oxford (Tillsonburg),ON,15872.0,Census subdivision,42.8659,-80.7333,1168.0,2010,1493.7,"Oxford (Tillsonburg), ON"
2787,Espanola,ON,4996.0,Census subdivision,46.2657,-81.7711,1171.0,2010,1493.7,"Espanola, ON"
2788,Papineau Region,QC,22832.0,Census division,45.7755,-75.1489,1171.0,2010,1493.7,"Papineau Region, QC"
2798,Digby,NS,2060.0,Census subdivision,44.6215,-65.7576,1176.0,2010,1493.7,"Digby, NS"
2800,Redcliff,AB,5600.0,Census subdivision,50.071999999999996,-110.7819,1177.0,2010,1493.7,"Redcliff, AB"
2802,Nelson,BC,10572.0,Census subdivision,49.4928,-117.2948,1178.0,2010,1493.7,"Nelson, BC"
2815,North Cowichan,BC,29676.0,Census subdivision,48.8429,-123.7044,1183.0,2010,1493.7,"North Cowichan, BC"
2828,Napanee (Loyalist),ON,16971.0,Census subdivision,44.277,-76.7183,1188.0,2010,1493.7,"Napanee (Loyalist), ON"
2829,St. John's,NL,205955.0,CMA,47.5615,-52.7126,1188.0,2010,1493.7,"St. John's, NL"
2831,Abitibi-Ouest Region,QC,20538.0,Census division,48.7686,-79.1244,1189.0,2010,1493.7,"Abitibi-Ouest Region, QC"
2834,South Okanagan/Osoyoos,BC,5085.0,Census subdivision,49.0323,-119.4682,1189.0,2010,1493.7,"South Okanagan/Osoyoos, BC"
2837,Guysborough County,NS,7625.0,Census division,44.878,-59.8066,1191.0,2010,1493.7,"Guysborough County, NS"
2843,Owen Sound,ON,21341.0,Census subdivision,44.568999999999996,-80.9406,1193.0,2010,1493.7,"Owen Sound, ON"
2851,Matane Region,QC,17926.0,Census agglomeration,48.8445,-67.5306,1196.0,2010,1493.7,"Matane Region, QC"
2862,Innisfail,AB,7847.0,Census subdivision,52.0274,-113.9471,1199.0,2010,1493.7,"Innisfail, AB"
2863,Medicine Hat,AB,63260.0,Census subdivision,50.0405,-110.6764,1199.0,2010,1493.7,"Medicine Hat, AB"
2898,Hamilton,ON,536917.0,Census subdivision,43.2557,-79.8711,1214.0,2010,1493.7,"Hamilton, ON"
2902,Whistler,BC,11854.0,Census subdivision,50.1163,-122.9574,1214.0,2010,1493.7,"Whistler, BC"
2904,D'Autray Region,QC,42189.0,Census division,46.1721,-73.2616,1215.0,2010,1493.7,"D'Autray Region, QC"
2908,Sooke,BC,13001.0,Census subdivision,48.373999999999995,-123.7356,1216.0,2010,1493.7,"Sooke, BC"
2919,Haute-Cote-Nord Region,QC,10846.0,Census division,48.566666999999995,-69.23333000000001,1219.0,2010,1493.7,"Haute-Cote-Nord Region, QC"
2920,Lanark County (Carleton Place),ON,10644.0,Census subdivision,45.1406,-76.1465,1219.0,2010,1493.7,"Lanark County (Carleton Place), ON"
2921,Matawinie Region,QC,50435.0,Census division,46.8005,-74.0465,1219.0,2010,1493.7,"Matawinie Region, QC"
2930,Montcalm Region,QC,52596.0,Census division,45.9683,-74.5015,1221.0,2010,1493.7,"Montcalm Region, QC"
2937,Shelburne,ON,8126.0,Census subdivision,44.0791,-80.2012,1223.0,2010,1493.7,"Shelburne, ON"
2942,Chilliwack,BC,83788.0,Census subdivision,49.1579,-121.9515,1227.0,2010,1493.7,"Chilliwack, BC"
2945,Kingston,ON,123798.0,Census subdivision,44.2312,-76.486,1228.0,2010,1493.7,"Kingston, ON"
2948,Therese-de-Blainville,QC,157103.0,Census division,45.666667,-73.88333,1228.0,2010,1493.7,"Therese-de-Blainville, QC"
2959,Carnduff,SK,1099.0,Census subdivision,49.1739,-101.7958,1232.0,2010,1493.7,"Carnduff, SK"
2963,Renfrew,ON,8223.0,Census subdivision,45.4749,-76.6877,1234.0,2010,1493.7,"Renfrew, ON"
2971,Claresholm,AB,3780.0,Census subdivision,50.0192,-113.5838,1238.0,2010,1493.7,"Claresholm, AB"
2973,Langford,BC,35342.0,Census subdivision,48.4475,-123.4956,1238.0,2010,1493.7,"Langford, BC"
2974,Maple Ridge,BC,82256.0,Census subdivision,49.2193,-122.5984,1239.0,2010,1493.7,"Maple Ridge, BC"
2984,Middlesex (Strathroy),ON,20867.0,Census subdivision,42.9554,-81.6232,1244.0,2010,1493.7,"Middlesex (Strathroy), ON"
2986,Cobourg,ON,19440.0,Census subdivision,43.9593,-78.1677,1245.0,2010,1493.7,"Cobourg, ON"
4518,La Tuque,QC,11001.0,Census subdivision,55.1082,-105.286,1246.0,2010,1493.7,"La Tuque, QC"
3034,Morinville,AB,9848.0,Census subdivision,53.7925,-113.6463,1274.0,2010,1493.7,"Morinville, AB"
3041,Southern Georgian Bay (Penetanguishene),ON,8962.0,Census subdivision,44.7688,-79.9337,1276.0,2010,1493.7,"Southern Georgian Bay (Penetanguishene), ON"
3045,Esterhazy,SK,2502.0,Census subdivision,50.6569,-102.0758,1283.0,2010,1493.7,"Esterhazy, SK"
3050,Kimberley,BC,7425.0,Census subdivision,49.6652,-115.9967,1286.0,2010,1493.7,"Kimberley, BC"
3105,Riviere-du-Loup,QC,28902.0,Census division,47.836000000000006,-69.536,1316.0,2010,1493.7,"Riviere-du-Loup, QC"
3138,Abitibi Region,QC,24639.0,Census division,48.6955,-77.8985,1333.0,2010,1493.7,"Abitibi Region, QC"
3145,Moose Jaw,SK,33890.0,Census subdivision,50.3916,-105.5349,1339.0,2010,1493.7,"Moose Jaw, SK"
3156,Langley City,BC,25888.0,Census subdivision,49.1042,-122.6604,1345.0,2010,1493.7,"Langley City, BC"
3159,Kings County,NS,60600.0,Census division,45.1072,-64.6553,1347.0,2010,1493.7,"Kings County, NS"
3175,Taber,AB,8428.0,Census subdivision,49.786,-112.1497,1353.0,2010,1493.7,"Taber, AB"
3180,Codiac Regional,NB,,,46.0898,-64.7724,1356.0,2010,1493.7,"Codiac Regional, NB"
