,Characters,Dialogue,Movie
480,JYN, Papa.I've seen your message. The hologram I've seen it.,Rogue One
481,GALEN ERSO, It must be destroyed.,Rogue One
482,JYN, I know. I know. We will.,Rogue One
483,GALEN ERSO, Jyn.Look at you.I've so much to tell you.,Rogue One
484,JYN, Papa.No. No. Papa!Papa! Come on.,Rogue One
485,STORMTROOPER, Over there take them down.,Rogue One
486,CASSIAN, Come on. Jyn we've got to go. Come on.,Rogue One
487,JYN, I can't leave him,Rogue One
488,CASSIAN, Listen to me. He's gone. There's nothing you can do. Come on.,Rogue One
489,JYN, I can't leave him.,Rogue One
490,CASSIAN, Come on! Help me. Move!,Rogue One
491,CASSIAN, Down!,Rogue One
492,CASSIAN,Come on. Come on.,Rogue One
493,K2-SO, Well done.You're a Rebel now.,Rogue One
494,CASSIAN, Let's go let's go. Come on let's move! Come on let's get out of here. Move move move. Okay K-2 let's go.,Rogue One
495,K-2SO, Copy that.,Rogue One
497,CASSIAN, Ion thrusters low until we cleared the storm.,Rogue One
498,K2-SO, Understood.,Rogue One
499,JYN, You lied to me.,Rogue One
500,CASSIAN, You're in shock.,Rogue One
501,JYN, You went up there to kill my father.,Rogue One
502,CASSIAN, You don't know what you're talking about.,Rogue One
503,JYN, Deny it.,Rogue One
504,CASSIAN, You're in shock and looking for someplace to put it.,Rogue One
505,JYN, I've seen it before.,Rogue One
506,CASSIAN, I bet you have.,Rogue One
507,JYN, They know.You lied about why we came here and you lied about why you went up alone.,Rogue One
508,CASSIAN, I had every chance to pull the trigger. But did I? Did I?,Rogue One
509,JYN, You might as well have. My father was living proof and you put him at risk. Those were Alliance bombs that killed him!,Rogue One
510,CASSIAN, I had orders! Orders that I disobeyed! But you wouldn't understand that.,Rogue One
511,JYN, Orders?When you know they're wrong? You might as well be a stormtrooper.,Rogue One
512,CASSIAN, What do you know? We don't all have the luxury of deciding when and where we want to care about something. Suddenly the Rebellion is real for you? Some of us live it. I've been in this fight since I was 6 years old. You're not the only one who lost everything. Some of us just decided to do something about it.,Rogue One
513,JYN, You can't talk your way around this.,Rogue One
514,CASSIAN, I don't have to. Yavin Four! Make sure they know we're coming in with a stolen ship.,Rogue One
517,VANEE, My lord Director Krennic has arrived.,Rogue One
518,DARTH VADER, Director Krennic.,Rogue One
519,KRENNIC, Lord Vader.,Rogue One
520,DARTH VADER,You seem unsettled.,Rogue One
521,KRENNIC,No. Just pressed for time. There're a great many things to attend to.,Rogue One
522,DARTH VADER,My apologies. You do have a great many things to explain.,Rogue One
523,KRENNIC,I've delivered the weapon the Emperor requested. I deserve an audience to make certain he understands its remarkable… potential.,Rogue One
524,DARTH VADER,Its power to create problems has certainly been confirmed. A city destroyed. An Imperial facility openly attacked.,Rogue One
525,KRENNIC,It was Governor Tarkin that suggested the test.,Rogue One
526,DARTH VADER,You were not summoned here to grovel Director Krennic.,Rogue One
527,KRENNIC, No it’s...,Rogue One
528,DARTH VADER, There is no Death Star. The Senate has been informed that Jedha was destroyed in a mining disaster.,Rogue One
529,KRENNIC,Yes my lord.,Rogue One
530,DARTH VADER,I expect you to not rest until you can assure the Emperor that Galen Erso has not compromised this weapon in any way.,Rogue One
531,KRENNIC,So I'm still in command? You'll speak to the Emperor about…,Rogue One
532,DARTH VADER,Be careful not to choke on your aspirations Director.,Rogue One
534,PAMLO, We must scatter the fleet. We have no recourse but to surrender.,Rogue One
535,ORGANA, Are we really talking about disbanding something that we've worked so hard to create?,Rogue One
536,RADDUS, We can't just give in.,Rogue One
537,VASPAR, We joined an Alliance not a suicide pact!,Rogue One
538,ORGANA, We've only now managed to gather our forces.,Rogue One
539,JEBEL, Gather our forces? General Draven's already blown up an Imperial base!,Rogue One
540,DRAVEN, A decision needed to be made.,Rogue One
541,PAMLO, If it's war you want you'll fight alone!,Rogue One
542,VASPAR, If that's the way it's going why have an Alliance at all?,Rogue One
543,RADDUS, If she's telling the truth we need to act now!,Rogue One
544,MON MOTHMA, Councilors please!,Rogue One
545,BLUE LEADER, It is simple the Empire has the means of mass destruction. The Rebellion does not.,Rogue One
546,JEBEL, A Death Star this is nonsense.,Rogue One
547,JYN ERSO, What reason would my father have to lie? What benefit would it bring him?,Rogue One
549,JEBEL, Don't forget the Imperial pilot.,Rogue One
550,JYN ERSO, My father gave his life so that we may have a chance to defeat this.,Rogue One
551,DODONNA, So you've told us.,Rogue One
552,PAMLO, If the Empire has this kind of power what chance do we have?,Rogue One
553,JYN, What chance do we have? The question is 'What choice?' Run? Hide? Plead for mercy? Scatter your forces? You give way to an enemy this evil with this much power and you condemn the galaxy to an eternity of submission. The time to fight is now!,Rogue One
555,REBEL, What is she proposing?,Rogue One
556,REBEL, Just let the girl speak!,Rogue One
557,JYN ERSO, Send your best troops to Scarif.Send the whole rebel fleet if you have to. We need to capture the Death Star plans if there is any hope of destroying it.,Rogue One
558,PAMLO, You're asking us to invade an Imperial installation based on nothing but hope?,Rogue One
559,JYN ERSO, Rebellions are built on hope.,Rogue One
560,VASPAR, There is no hope.,Rogue One
561,RADDUS, I say we fight.,Rogue One
562,JEBEL, I say the Rebellion is finished.,Rogue One
563,MON MOTHMA, I'm sorry Jyn. Without the full support of the council the odds are too great.,Rogue One
565,PA, General Syndulla please report to the briefing room.,Rogue One
566,BAZE,You don't look happy.,Rogue One
567,JYN, They prefer to surrender.,Rogue One
568,BAZE, And you?,Rogue One
569,CHIRRUT, She wants to fight.,Rogue One
570,BODHI, So do I. We all do.,Rogue One
571,CHIRRUT, The Force is strong.,Rogue One
572,JYN, I'm not sure four of us is quite enough.,Rogue One
573,BAZE, How many do we need?,Rogue One
574,JYN, What are you talking about?,Rogue One
575,CASSIAN,They were never going to believe you.,Rogue One
576,JYN, I appreciate the support.,Rogue One
578,CASSIAN, Okay. Gear up. Grab anything that's not nailed down. Go go go!,Rogue One
579,K2-SO, Jyn. I'll be there for you. Cassian said I had to.,Rogue One
580,JYN, I'm not used to people sticking around when things go bad.,Rogue One
581,CASSIAN, Welcome home.,Rogue One
583,PA, Bravo team to the Intelligence office for extraction mission report.,Rogue One
584,JYN, May the Force be with us.,Rogue One
585,FLIGHT CONTROLLER, Cargo shuttle read back please. What's going on out there? That ship's off limits. No one is suppose to be on board until farther instructions.,Rogue One
586,BODHI, Yes yes we are. Affirmative.,Rogue One
587, FLIGHT CONTROLLER, That's an impounded Imperial ship. What's your call sign pilot?,Rogue One
588,BODHI, Um.,Rogue One
589,JYN ERSO, We have to go.,Rogue One
590,BODHI,It-It's um...,Rogue One
591,JYN, Say something. Come on.,Rogue One
592,BODHI, Rogue... Rogue One.,Rogue One
593,FLIGHT CONTROLLER, Rogue One? There is no Rogue One.,Rogue One
594,K2-SO, Well there is now.,Rogue One
595,BODHI, Rogue One pulling away.,Rogue One
596,K2-SO, Pulling away.,Rogue One
598,MON MOTHMA, Despite what the others say war is inevitable.,Rogue One
599,SENATOR ORGANA, Yes I agree. I must return to Alderaan to inform my people that there will be no peace. We will need every advantage.,Rogue One
600,MON MOTHMA, Your friend the Jedi.,Rogue One
601,SENATOR ORGANA, He served me well during the Clone Wars and has lived in hiding since the Emperor's purge. Yes I will send for him.,Rogue One
602,MON MOTHMA, You'll need someone you can trust.,Rogue One
603,SENATOR ORGANA, I would trust her with my life. Captain Antilles I have a mission for you.,Rogue One
604,CAPTAIN ANTILLES, Senator.,Rogue One
606,BODHI, Okay we're coming in. There's a planetwide defensive shield with a single main entry gate. This shuttle should be equipped with an access code that allows us through.,Rogue One
607,K2-SO, Assuming the Empire hasn't logged it as overdue.,Rogue One
609,BODHI,Thenthey shut the gate and we're all annihilated in the cold dark vacuum of space.,Rogue One
610,K2-SO, Not me I can survive in space.,Rogue One
611,BODHI, Okay. Here it goes. Cargo shuttle SW-0608 requesting a landing pad.,Rogue One
612,GATE GUARD, Cargo shuttle SW-0608 you're not listed on the arrival schedule.,Rogue One
613,BODHI, Acknowledged Gate Control. We were rerouted from Eadu Flight Station. Transmitting clearance code now.,Rogue One
614,K2-SO, Transmitting.,Rogue One
615,GATE GUARD, Cargo shuttle SW-0608? You are cleared for entry.,Rogue One
616,BODHI,- Yes!,Rogue One
618,BODHI, Okay.,Rogue One
620,FLIGHT CONTROLLER, SW-0608 clear for landing pad 9. Acknowledge please.,Rogue One
621,BODHI, SW-0608 proceeding to LP9 as instructed.,Rogue One
622,CASSIAN, The main building down there what is it?,Rogue One
623,BODHI,That's the Citadel Tower. They keep all the Imperial structure archives in there. If the plans are anywhere they'll be there.,Rogue One
624,CASSIAN, The dish at the top? What's it for?,Rogue One
625,BODHI, I guess it takes a lot of signals to send those data files out.,Rogue One
626,K2-SO, Landing track engaged,Rogue One
627,BODHI, Landing track locked.,Rogue One
628,CASSIAN, We're landing. We're coming in!,Rogue One
629,JYN, Saw Gerrera used to say1 fighter with a sharp stick and nothing left to lose can take the day. They have no idea we're coming. They have no reason to expect us. If we can make it to the ground we'll take the next chance. And the next.On and on until we win... or the chances are spent. The Death Star plans are down there.CassianK2 and I will find them. We'll find a way to find them. ,Rogue One
630,CASSIAN, Melshi Pao Baze Chirrut you'll take main squad move east and get wide of the ship. Find a position between here and the tower.Once you get to the best spot light the place up. Make ten men feel like a hundred.,Rogue One
631,BAZE, All right.,Rogue One
632,CASSIAN, And get those troopers away from us.,Rogue One
633,BODHI, What should I do?,Rogue One
634,CASSIAN, Keep the engine running. You're our only way out of here.,Rogue One
636,STORMTROOPER, Cargo shuttle SW-0608 be prepared to receive inspection team.,Rogue One
637,JYN, Ready?,Rogue One
638,INSPECTOR, Hello.,Rogue One
639,BODHI, Hey you're probably looking for a manifest.,Rogue One
642,PILOT, Director Krennic we are entering the Scarif shield gate. General Ramda has been informed of your arrival.,Rogue One
644,BAZE, Good luck little sister.,Rogue One
645,BODHI, Go! Go now you're clear!,Rogue One
646,MELSHI, All right let's go. Come on. Move move move.,Rogue One
647,K2-SO, I have a bad feeling about…,Rogue One
648,CASSIAN, Kay!,Rogue One
649,JYN ERSO, Quiet.,Rogue One
650,K2-SO, What?,Rogue One
652,CASSIAN, We need a map.,Rogue One
653,K2-SO, Well I'm sure there's one just lying about.,Rogue One
654,CASSIAN, You know what you have to do.,Rogue One
656,MELSHI, One per pad. Pick your spot. We want to draw them out. I'll call the timing. Go!,Rogue One
657,STORMTROOPER, Hey did you hear the rumors?,Rogue One
658,STORMTROOPER,Yeah the T-15s have been marked obsolete.,Rogue One
659,STORMTROOPER,Oh boy it's about time for that.,Rogue One
660,STORMTROOPER, Hey.,Rogue One
661,STORMTROOPER, Watch out.,Rogue One
662,STORMTROOPER, What the...?,Rogue One
664,RAMDA, Director what brings you to Scarif?,Rogue One
665,KRENNIC, Galen Erso I want every dispatch every transmission he has ever sent called up for inspection.,Rogue One
666,RAMDA, All of them?,Rogue One
667,KRENNIC, Yes. All of them. Get started.,Rogue One
669,CASSIAN, Kay?,Rogue One
670,K2-SO, Our optimal route to the data vault places only 89 stormtroopers in our path. We will make it no more than 33% of the way before we are killed.,Rogue One
671,CASSIAN, Melshi talk to me.,Rogue One
672,MELSHI, Ready ready. Standing by.,Rogue One
673,CASSIAN, Light it up.,Rogue One
675,KRENNIC, Are we blind?Deploy the garrison! Move!,Rogue One
677,TONC, Troopers! Troopers. Troopers on the left!,Rogue One
679,ROMODI, Sir? Scarif base they're reporting a rebel incursion.,Rogue One
680,TARKIN, I want to speak to Director Krennic.,Rogue One
681,ROMODI, He's there sir. On Scarif.,Rogue One
682,TARKIN, The original plans for this station are kept there are they not?,Rogue One
683,ROMODI, They are.,Rogue One
684,TARKIN, Prepare for the jump to hyperspace and inform Lord Vader.,Rogue One
686,VAULT GUARD, Can I help you?,Rogue One
687,K2-SO, That won't be necessary.,Rogue One
689,REBEL, Senator! Senator.,Rogue One
692,REBEL, He's returned to his ship.He's gone to fight.,Rogue One
694,REBEL, No!,Rogue One
696,PA, Attention all flight personnelplease report to your commanders immediately. Attention all flight personnel please report to your commanders immediately. We have been redirected to Scarif. Pilots you'll be briefed by your squadron leaders on route.May the Force be with you.,Rogue One
697,C-3PO, Scarif?They're going to Scarif? Why does nobody ever tell me anything Artoo? [R2 beeps] Yeah nobody tells us anything.,Rogue One
699,MELSHI, Fall back! Fall back!,Rogue One
700,CHIRRUT, Keep drawing them out!,Rogue One
701,MELSHI, Go. Go. Move. Move.Come on move up!,Rogue One
703,IMPERIAL, Pad 12 report to ground. Coming at our flank we're outnumbered.,Rogue One
704,IMPERIAL, Pad 12 team what's going on down there. Status please. All Pads report in immediately.,Rogue One
705,IMPERIAL,Unknown we have rebels everywhere.,Rogue One
706,IMPERIAL, We're taking fire Pad 12 Pad 14 request assistance.,Rogue One
707,BODHI, This is Pad 2 Pad 2. I spot 40 rebels heading west on Pad 2. Get on there tell him pinned down by rebels on Pad 5.,Rogue One
708,TONC, This is Pad 5 we're being overrun. Help us!,Rogue One
709,IMPERIAL, Pad 12 Pad 10 Pad 8 please confirm.Confirm and report. Get reinforcements down to Pad 5 immediately!,Rogue One
711,CASSIAN, This is not working Kay.,Rogue One
712,K2-SO, Right hand.,Rogue One
714,CHIRRUT, Baze! Baze!,Rogue One
715,BAZE, What?,Rogue One
718,RADDUS, This is Admiral Raddus of the Rebel Alliance. All Squadron leaders report in.,Rogue One
719,BLUE LEADER, Admiral this is Blue Leader standing by.,Rogue One
720,GOLD LEADER, This is Gold Leader standing by.,Rogue One
721,RED LEADER, This is Red Leader standing by.,Rogue One
727,KRENNIC, Lock down the base. Lock down.,Rogue One
729,KRENNIC, Do it!,Rogue One
731,RADDUS, Red and Gold squadron attack formations. Defend the fleet. Blue squadron get to the surface before they closed that gate.,Rogue One
732,BLUE LEADER, Copy your Admiral. Blue squadron on me.,Rogue One
733,BLUE FOUR, Copy Blue Leader.,Rogue One
734,BLUE FIVE, Copy Blue Leader.,Rogue One
736,BLUE SIX, Come on come on come on!,Rogue One
737,BLUE FOUR, Pull up!,Rogue One
739,K2-SO, Rebel fleet has arrived.,Rogue One
740,JYN, What?,Rogue One
741,K2-SO, There's fighting on the beach they've locked down the base they've closed the shield gate.,Rogue One
742,JYN, What does that mean? We're trapped?,Rogue One
743,K2-SO, We could transmit the plans to the rebel fleet. We'd have to get a signal out to tell them it's coming.It's the size of the data files. That's the problem.They'll never get through.Someone has to take that shield gate down.,Rogue One
744,CASSIAN, Bodhi.Bodhi can you hear me?Bodhi tell me you're out there. Bodhi!,Rogue One
745,BODHI, Hello I'm here. We're standing by. They've started fighting the base is on lockdown!,Rogue One
746,CASSIAN, I know listen to me!The rebel fleet is up there.You've got to tell them to blow a hole in the shield gate so we can transmit the plans.,Rogue One
747,BODHI, Wait I can't. I'm not hooked into the comm tower. We're not tied in.,Rogue One
748,CASSIAN, It's the only way we're getting them out of here. Find a way! Cover our backs.,Rogue One
749,JYN ERSO, You'll need this. You wanted one right?,Rogue One
750,K2-SO, Your behavior Jyn Erso is continually unexpected.,Rogue One
751,CASSIAN, Jyn. Come on.,Rogue One
753,AT-AT PILOT, Fire on my command.,Rogue One
754,BAZE, Look!,Rogue One
756,BODHI, Get ready. We're going to have to go out there.,Rogue One
757,REBEL,What're you doing?,Rogue One
759,BODHI, Then go!,Rogue One
761,RADDUS,What's going on down there Lieutenant?,Rogue One
762,LIEUTENANT, Unknown sir. We can't raise them. All rebel frequencies are blocked.,Rogue One
763,RADDUS, Keep trying. Engage those Star Destroyers and let's start probing that shield.,Rogue One
764,LIEUTENANT, Yes sir. ,Rogue One
765,RED LEADER, We're going in.,Rogue One
766,RED LEADER,Stay with me.,Rogue One
767,K2-SO, Schematics bank Data tower two.,Rogue One
768,CASSIAN, How do I find that?,Rogue One
769,K2-SO, Searching. I can locate the tape but you'll need the handles for extraction.,Rogue One
770,CASSIAN, What are we supposed to do with these? Whoa.,Rogue One
771,K2-SO, Well finally.,Rogue One
772,STORMTROOPER, Wait stop.,Rogue One
773,K2-SO,The rebels! They went over there.,Rogue One
774,CASSIAN, Kay. What's going on out there?,Rogue One
775,K2-SO, There's one. Oh well.,Rogue One
776,RED PILOT,Come on!,Rogue One
777,GOLD LEADER, Red Leader this is Gold Leaderwe're starting our attack run on the shield gate. Keep it tight and watch out for those towers.,Rogue One
778,GOLD PILOT, More fighters. Form up at 65.,Rogue One
779,LIEUTENANT, Sir enemy fighters coming in.,Rogue One
782,TONC, There's a master switch to the base of the Comm tower.,Rogue One
785,BLUE LEADER, Two wings reinforce those troops on the beach. All fighters on me. We have to shield them from air attack.,Rogue One
786,BLUE ELEVEN, Troop reinforcements.,Rogue One
787,REBEL MARINE, Here we go. For Jedha!,Rogue One
788,MARINE, Jedha!,Rogue One
791,RED PILOT, Stick close Red 5 where are you going?,Rogue One
792,RED 5, I'm trying to lose them. This is Red 5 I need help!,Rogue One
794,JYN, Hyperspace Tracking Navigational Systems.,Rogue One
795,K2-SO, Two screens down. Structural Engineering open that one!,Rogue One
797,BLUE LEADER, I got one on my tail.,Rogue One
798,BLUE,I'm on it.,Rogue One
800,JYN, Project code names: Stellarsphere. Mark Omega. Pax Aurora. War-Mantle. Cluster-Prism.,Rogue One
802,CASSIAN, What?,Rogue One
803,JYN ERSO, Stardust. That's it.,Rogue One
804,CASSIAN, How do you know that?,Rogue One
805,JYN ERSO, I know because it's me.,Rogue One
807,STORMTROOPER, Hey you. Identify yourself.,Rogue One
808,BODHI, I can explain.,Rogue One
809,STORMTROOPER, Incoming fire take cover!,Rogue One
811,CASSIAN, Kay we need the file for Stardust!,Rogue One
812,K2-SO, Stardust.,Rogue One
813,JYN, That's it.,Rogue One
814,CASSIAN, Kay.,Rogue One
815,K2-SO, Climb.Climb. You can still send the plans to the fleet. If they open the shield gate you can broadcast from the tower! Locking the vault door now.,Rogue One
816,CASSIAN, Kay.Kay!,Rogue One
817,K2-SO, Good bye.,Rogue One
818,CASSIAN, Kay!,Rogue One
820,SOLDIER, Sir unauthorized access at the data vault.,Rogue One
821,KRENNIC, What.,Rogue One
822,SOLDIER, It's just come in sir.,Rogue One
823,KRENNIC, Send my guard squadron into battle! Two men with me now! Get that beach under control!,Rogue One
825,CASSIAN, Bodhi?Are you there? Have you got the switch?,Rogue One
826,BODHI, I can't get to the shuttle I can't plug in!,Rogue One
827,CASSIAN, You have to! They have to hit that gate. If the shield's open we can send the plans!,Rogue One
829,BLUE , General behind you!,Rogue One
830,REBEL, Take them out.,Rogue One
832,JYN,Step back.,Rogue One
834,BLUE ELEVEN, We're going down!,Rogue One
835,REBEL, Come on! Look out.,Rogue One
837,BODHI, Melshi.Melshi come in please.,Rogue One
838,MELSHI, I'm tied in at my end I just need an open line. Hang on. The master switch it's over at that console. I'm going!,Rogue One
839, JYN, I've got it.,Rogue One
840,CASSIAN, Careful!You okay?,Rogue One
841,CASSIAN,Jyn!,Rogue One
843,CHIRRUT, I'm one with the Force and the Force is with me. I'm one with the Force and the Force is with me.,Rogue One
844,BAZE, Chirrut!,Rogue One
845,CHIRRUT, I'm one with the Force and the Force is with me. I'm one with the Force and the Force is with me. I'm one with the Force and the Force is with me. I'm one with the Force and the Force is with me. I'm one with the Force and the Force is with me. I'm one with the Force and the Force is with me.,Rogue One
846,BAZE, Chirrut come back!,Rogue One
847,BODHI, Yes!,Rogue One
849,CASSIAN, Keep going.Keep going!,Rogue One
850,JYN, Cassian.,Rogue One
852,BAZE, Chirrut come! Come with me!                    ,Rogue One
853,BAZE, Chirrut!Chirrut don't go. Don't go.,Rogue One
854,BAZE, I'm here.I'm here.It's okay.It's okay.,Rogue One
855,CHIRRUT, Look for the Force…,Rogue One
856,BAZE, Chirrut.,Rogue One
857,CHIRRUT, …and you will always find me. The Force is with me. I'm one with the Force. The Force is with me. I'm one with the Force. The Force is with me.                                                             ,Rogue One
858,BAZE, and I'm one with the Force.,Rogue One
861,RADDUS, There's no turning back now we have to press the attack.                                                 ,Rogue One
862,GOLD LEADER, Hit that opening.,Rogue One
863,GOLD NINE, We see it Gold Leader. Ion torpedoes away.,Rogue One
864,OFFICER,- What's happening?,Rogue One
865,IMPERIAL, We've lost engine power sir.,Rogue One
866,RADDUS, That Star Destroyer is disabled.,Rogue One
867,BODHI, This is Rogue One calling any Alliance ships that can hear me! Is there anybody up there? This is Rogue One! Come in over.,Rogue One
868,RADDUS, This is Admiral Raddus Rogue One we hear you!,Rogue One
869,BODHI, We have the plans! They found the Death Star plans. They have to transmit them from the communications tower! You have to take down the shield gate. It's the only way to going to get them through!,Rogue One
870,RADDUS, Call up a Hammerhead corvette. I have an idea. Standby Rogue One we're on it.,Rogue One
871,BODHI, This is for you Galen.,Rogue One
873,BAZE, The Force is with me. I'm one with the Force.,Rogue One
875,HAMMERHEAD CAPTAIN, Corvette 5 locked on target. Prepare for impact.,Rogue One
876,HAMMERHEAD CAPTAIN,Sublight thrusters full power!,Rogue One
878,COMPUTER, Reset antenna alignment.Reset antenna alignment.Reset antenna alignment. Reset antenna alignment.,Rogue One
879,IMPERIAL OFFICER, Reverse engines full power!,Rogue One
881,COMPUTER, Antenna alignment. Ready to transmit.,Rogue One
882,KRENNIC, Who are you?,Rogue One
883,JYN ERSO, You know who I am. I'm Jyn Erso. Daughter of Galen and Lyra. You've lost.,Rogue One
884,KRENNIC, Oh I have have I?,Rogue One
885,JYN ERSO, My father's revenge. He built a flaw in the Death Star. He put a fuse in the middle of your machine and I've just told the entire galaxy how to light it.                                                             ,Rogue One
886,KRENNIC, The shield is up your signal will never reach the rebel base. All you ships in here will be destroyed. I lose nothing but time. YOU on the other hand die with the Rebellion.,Rogue One
888,COMPUTER, Transmitting. Transmitting.,Rogue One
890,LIEUTENANT, Admiral receiving transmission from Scarif.,Rogue One
892,CASSIAN,Hey leave it. Leave it. That's it.That's it. Let's go.,Rogue One
894,COMPUTER, Transmission received.,Rogue One
895,LIEUTENANT, Admiral we have the plans!,Rogue One
896,RADDIS, She did it.,Rogue One
898,CASSIAN, Do you think anybody is listening?,Rogue One
899,JYN, I do. Someone's out there.,Rogue One
901,LIEUTENANT, Sir we're detecting a massive object emerging from hyperspace.,Rogue One
903,ROMODI, Sir shall I begin targeting their fleet?,Rogue One
905,TARKIN, You may fire when ready. ,Rogue One
906,ROMODI, Commence primary ignition.,Rogue One
907,RADDUS, Rogue One may the Force be with you. All ships prepare for jump to hyperspace!,Rogue One
909,JYN, I’m glad you came.              ,Rogue One
910,CASSIAN, You father would have been proud of you Jyn.,Rogue One
912,CAPTAIN CORSSIN, The rebel flag ship is disabled my lord but has received transmission from the surface.,Rogue One
913,DARTH VADER, Prepare a boarding party.,Rogue One
914,CAPTAIN CORSSIN, Yes my lord.,Rogue One
916,REBEL, Hurry!         ,Rogue One
917,REBEL 2, Let’s go!                        ,Rogue One
918,REBEL 1, We got to go now.            ,Rogue One
919,REBEL, Hurry let's go.,Rogue One
920,REBEL, It's stuck.,Rogue One
921,REBEL, Hey help!,Rogue One
922,REBEL, Open fire!,Rogue One
923,REBEL, Help us!,Rogue One
924,REBEL, It's jammed.,Rogue One
925,REBEL, Pull it!,Rogue One
926,REBEL, Here. Here. Take it! Take it.,Rogue One
927,REBEL, LAUNCH!,Rogue One
929,CAPTAIN ANTILLES, Make sure you secure the airlock. And prepare the escape pods.,Rogue One
930,CAPTAIN ANTILLES, Your Highness. The transmission we received. What is it they've sent us?,Rogue One
931,LEIA, Hope.,Rogue One
0,LYRA,Saw it's Lyra.It's happened. He's come for us. ,Rogue One
1,STORMTROOPER,Get out of the way. Move! Move!,Rogue One
2,BODHI,Is that him?He looks kind of different than I imagined. ,Rogue One
3,GENERAL DRAVEN,You're currently calling yourself Liana Hallik. Is that correct? Possession of unsanctioned weapons forgery of Imperial documents aggravated assaultescape from custody resisting arrest Imagine if the Imperial authorities had found out who you really were. Jyn Erso? That's your given name is it not? Jyn Erso? Daughter of Galen Erso. A known Imperial collaborator in weapons development. ,Rogue One
4,CASSIAN,He'd remember you though wouldn't he? He might agree to meet you if you came as a friend. ,Rogue One
5,CASSIAN,There's an Imperial defector in Jedha. A pilot. He's being held by Saw Gerrera. He's claiming the Emperor is creating a weapon with the power to destroy entire planets. The pilot says he was sent by your father. ,Rogue One
6,GALEN,What's the matter Jyn? You looked frightened.I'll always protect you. Stardust. Don't ever change. ,Rogue One
7,CASSIAN,It's 'what are they taking out?' Kyber crystal. All they can get. We wondered why they were stripping the temple now we know.It's the fuel for the weapon. ,Rogue One
8,CITIZEN,Quickly the kyber get it. Here take the kyber. Take the kyber.Come on! ,Rogue One
9,STORMTROOPER,He's blind. ,Rogue One
10,CHIRRUT,Can't you see we are no friends of the Empire?,Rogue One
11,JYN ERSO,Anyone who kills me or my friends will answer to Saw Gerrera. ,Rogue One
12,BAZE,He's praying for the door to open. ,Rogue One
13,TARKIN,That won't be necessary. We need a statement not a manifesto. The Holy City will be enough for the day. ,Rogue One
14,BAZE,Chirrut let's go! ,Rogue One
15,KRENNIC,That was only an inkling of it's destructive potential. ,Rogue One
16,JYN,That's ridiculous. We all got the message.Everyone here knows it. ,Rogue One
17,BODHI,This way. ,Rogue One
18,KRENNIC,Jedha. Saw Gerrera.His band of fanatics. Their Holy City. The last reminder of the Jedi. Gone. ,Rogue One
19,DRAVEN,To lure our forces into a final battle. To destroy us once and for all.,Rogue One
20,REBEL,Yes. ,Rogue One
21,CASSIAN,But I do. I believe you.We'd like to volunteer. Some of us... ... most of us we've done terrible things on behalf of the Rebellion. We're spies. Saboteurs. Assassins. Everything I did I did for the Rebellion. And every time I walked away from something I wanted to forget I told myself it was for a cause that I believed in. A cause that was worth it. Without that we're lost.Everything we've done would have been for nothing. I couldn't face myself if I gave up now. of us could. It won't be comfortable. ,Rogue One
22,BODHI,Or stolen.,Rogue One
23,K2-SO,Impressive.,Rogue One
24,INSPECTOR,That would be helpful. ,Rogue One
25,BLUE LEADER,Stop right there Private. ,Rogue One
26,REBEL,Intercepted Imperial transmission ma'am. Rebels on Scarif. ,Rogue One
27,CHIRRUT,Run! ,Rogue One
28,BLUE EIGHT,We won't have long. ,Rogue One
29,BODHI,They closed the shield gate we're stuck here. But the rebel fleet is pulling in.We just have to get a signal strong enough to get through to them and let them know we're trapped down here. For that we have to connect to the communications tower. Now I can patch us in over here the landing pad but you have to get on the radio get one of the guys out there to find a master switch. Get them to activate the connection between us and that comm tower. ,Rogue One
30,TONC,Melshi. Melshi come in are you there? Bodhi will send a signal from here. He's patching us in.But you guys have to open up a line for the tower. ,Rogue One
31,MELSHI,Master switch describe what are we looking for? ,Rogue One
32,RED PILOT,We have no effect on that shield. ,Rogue One
33,TARKIN,Lord Vader will handle the fleet. Target the base at Scarif. Single reactor ignition. ,Rogue One
34,SAW,You know what to do.,Rogue One
35,CASSIAN,Calm down.Calm down. We'll be all right.,Rogue One
36,MILITIA,(On your feet! It's the pilot the defector) ,Rogue One
37,BODHI,Okay so you're-you're Saw Gerrera? Saw Gerrera. No? Okay we're just wasting time that we don't have. I need to speak to Saw Gerrera! I keep telling them before before it's too late. ,Rogue One
38,BODHI,We're out here in the middle of nowhere.We need to get to Jedha City.What part of urgent message do you guys not understand? Hey! we're all on the same side if you just see past the uniform for a minute. I've got to speak to ah... I've got to speak to Saw Gerrera.,Rogue One
39,JYN ERSO,What is this? ,Rogue One
40,MON MOTHMA,It's a chance for you to make a fresh start.,Rogue One
41,DRAVEN:,We're up against the clock here girl So if there's nothing to talk about we'll just put you back where we found you.,Rogue One
42,MON MOTHMA:,We need to stop this weapon before it is finished. ,Rogue One
43,DRAVEN:,Captain Andor's mission is to authenticate the pilot's story and then if possible find your father. ,Rogue One
44,MON MOTHMA:,It appears he is critical to the development of this superweapon. Given the gravity of the situation and your history with Sawwe're hoping that he will help us locate your father and return him to the Senate for testimony.,Rogue One
45,LYRA:,Trust...,Rogue One
46,K2-SO: ,The weapon your father's building.,Rogue One
