,Country_Residence,Origin,Year,Count
1316,Canada,Uganda,1991,53
1317,Canada,United Arab Emirates,1991,13
1318,Canada,United Kingdom of Great Britain and Northern Ireland,1991,35
1319,Canada,United Rep. of Tanzania,1991,7
1320,Canada,United States of America,1991,105
1321,Canada,Uruguay,1991,1
1322,Canada,Various/unknown,1991,185
1323,Canada,Venezuela (Bolivarian Republic of),1991,2
1324,Canada,Viet Nam,1991,3137
1325,Canada,Yemen,1991,7
1326,Canada,Zambia,1991,1
1327,Canada,Zimbabwe,1991,4
1468,Canada,Afghanistan,1992,642
1469,Canada,Albania,1992,60
1470,Canada,Algeria,1992,4
1471,Canada,Andorra,1992,1
1472,Canada,Angola,1992,7
1473,Canada,Argentina,1992,1
1474,Canada,Austria,1992,12
1475,Canada,Bangladesh,1992,4
1476,Canada,Belize,1992,3
1477,Canada,Bhutan,1992,3
1478,Canada,Bolivia (Plurinational State of),1992,15
1479,Canada,Bosnia and Herzegovina,1992,71
1480,Canada,Botswana,1992,6
1481,Canada,Bulgaria,1992,40
1482,Canada,Burkina Faso,1992,1
1483,Canada,Burundi,1992,16
1484,Canada,Cambodia,1992,225
1485,Canada,Central African Rep.,1992,1
1486,Canada,Chad,1992,3
1487,Canada,Chile,1992,56
1488,Canada,China,1992,19
1489,Canada,"China, Hong Kong SAR",1992,57
1490,Canada,Congo,1992,1
1491,Canada,Costa Rica,1992,59
1492,Canada,Croatia,1992,4
1493,Canada,Cyprus,1992,2
1494,Canada,Czech Rep.,1992,126
1495,Canada,Dem. People's Rep. of Korea,1992,1
1496,Canada,Dem. Rep. of the Congo,1992,29
1497,Canada,Denmark,1992,1
1498,Canada,Djibouti,1992,3
1499,Canada,Dominican Rep.,1992,1
1500,Canada,Ecuador,1992,5
1501,Canada,Egypt,1992,3
1502,Canada,El Salvador,1992,1639
1503,Canada,Eritrea,1992,1
1504,Canada,Estonia,1992,11
1505,Canada,Ethiopia,1992,1064
1506,Canada,France,1992,4
1507,Canada,Georgia,1992,4
1508,Canada,Germany,1992,82
1509,Canada,Ghana,1992,27
1510,Canada,Greece,1992,9
1511,Canada,Guatemala,1992,426
1512,Canada,Guyana,1992,1
1513,Canada,Haiti,1992,1
1514,Canada,Honduras,1992,45
1515,Canada,Hungary,1992,197
1516,Canada,India,1992,15
1517,Canada,Indonesia,1992,1
1518,Canada,Iran (Islamic Rep. of),1992,559
1519,Canada,Iraq,1992,1166
1520,Canada,Ireland,1992,1
1521,Canada,Israel,1992,2
1522,Canada,Italy,1992,6
1523,Canada,Japan,1992,1
1524,Canada,Jordan,1992,12
1525,Canada,Kazakhstan,1992,1
1526,Canada,Kenya,1992,19
1527,Canada,Kuwait,1992,42
1528,Canada,Lao People's Dem. Rep.,1992,57
1529,Canada,Lebanon,1992,21
1530,Canada,Liberia,1992,1
1531,Canada,Lithuania,1992,11
1532,Canada,Malawi,1992,5
1533,Canada,Malta,1992,4
1534,Canada,Mexico,1992,26
1535,Canada,Myanmar,1992,9
1536,Canada,Namibia,1992,1
1537,Canada,Netherlands,1992,23
1538,Canada,Nicaragua,1992,56
1539,Canada,Nigeria,1992,1
1540,Canada,Pakistan,1992,107
1541,Canada,Panama,1992,20
1542,Canada,Peru,1992,10
1543,Canada,Philippines,1992,93
1544,Canada,Poland,1992,4723
1545,Canada,Portugal,1992,9
1546,Canada,Romania,1992,139
1547,Canada,Russian Federation,1992,267
1548,Canada,Rwanda,1992,15
1549,Canada,Saudi Arabia,1992,8
1550,Canada,Serbia and Kosovo: S/RES/1244 (1999),1992,26
1551,Canada,Singapore,1992,5
1552,Canada,Somalia,1992,252
1553,Canada,South Africa,1992,5
1554,Canada,Spain,1992,8
1555,Canada,Sri Lanka,1992,112
1556,Canada,Sudan,1992,147
1557,Canada,Suriname,1992,1
1558,Canada,Sweden,1992,1
1559,Canada,Syrian Arab Rep.,1992,11
1560,Canada,Thailand,1992,15
1561,Canada,Togo,1992,4
1562,Canada,Trinidad and Tobago,1992,1
1563,Canada,Tunisia,1992,4
1564,Canada,Turkey,1992,42
1565,Canada,Uganda,1992,86
1566,Canada,Ukraine,1992,1
1567,Canada,United Kingdom of Great Britain and Northern Ireland,1992,5
1568,Canada,United Rep. of Tanzania,1992,5
1569,Canada,United States of America,1992,78
1570,Canada,Uruguay,1992,1
1571,Canada,Various/unknown,1992,176
1572,Canada,Venezuela (Bolivarian Republic of),1992,1
1573,Canada,Viet Nam,1992,2243
1574,Canada,Yemen,1992,2
1575,Canada,Zambia,1992,3
1712,Canada,Afghanistan,1993,402
1713,Canada,Albania,1993,28
1714,Canada,Algeria,1993,1
1715,Canada,Australia,1993,1
1716,Canada,Austria,1993,5
1717,Canada,Bangladesh,1993,4
1718,Canada,Bolivia (Plurinational State of),1993,1
1719,Canada,Bosnia and Herzegovina,1993,1620
1720,Canada,Bulgaria,1993,12
1721,Canada,Burundi,1993,42
1722,Canada,Côte d'Ivoire,1993,1
1723,Canada,Cambodia,1993,175
1724,Canada,Central African Rep.,1993,2
1725,Canada,Chad,1993,4
1726,Canada,Chile,1993,27
1727,Canada,China,1993,26
1728,Canada,"China, Hong Kong SAR",1993,10
1729,Canada,Costa Rica,1993,41
1730,Canada,Croatia,1993,137
1731,Canada,Cuba,1993,9
1732,Canada,Czech Rep.,1993,12
1733,Canada,Dem. Rep. of the Congo,1993,40
1734,Canada,Denmark,1993,5
1735,Canada,Djibouti,1993,2
1736,Canada,El Salvador,1993,890
1737,Canada,Eritrea,1993,1
1738,Canada,Estonia,1993,5
1739,Canada,Ethiopia,1993,927
1740,Canada,France,1993,1
1741,Canada,Georgia,1993,3
1742,Canada,Germany,1993,22
1743,Canada,Ghana,1993,17
1744,Canada,Greece,1993,37
1745,Canada,Guatemala,1993,423
1746,Canada,Guyana,1993,5
1747,Canada,Haiti,1993,2
1748,Canada,Honduras,1993,14
1749,Canada,Hungary,1993,95
1750,Canada,India,1993,17
1751,Canada,Indonesia,1993,28
1752,Canada,Iran (Islamic Rep. of),1993,378
1753,Canada,Iraq,1993,2234
1754,Canada,Ireland,1993,1
1755,Canada,Israel,1993,2
1756,Canada,Italy,1993,43
1757,Canada,Jamaica,1993,1
1758,Canada,Jordan,1993,9
1759,Canada,Kenya,1993,42
1760,Canada,Kuwait,1993,36
1761,Canada,Kyrgyzstan,1993,5
1762,Canada,Lao People's Dem. Rep.,1993,3
1763,Canada,Lebanon,1993,6
1764,Canada,Liberia,1993,2
1765,Canada,Libya,1993,2
1766,Canada,Lithuania,1993,1
1767,Canada,Malawi,1993,8
1768,Canada,Malaysia,1993,1
1769,Canada,Mexico,1993,10
1770,Canada,Mozambique,1993,1
1771,Canada,Myanmar,1993,33
1772,Canada,Netherlands,1993,22
1773,Canada,Nicaragua,1993,29
1774,Canada,Nigeria,1993,1
1775,Canada,Oman,1993,2
1776,Canada,Pakistan,1993,31
1777,Canada,Panama,1993,6
1778,Canada,Peru,1993,3
1779,Canada,Philippines,1993,47
1780,Canada,Poland,1993,786
1781,Canada,Portugal,1993,2
1782,Canada,Romania,1993,18
1783,Canada,Russian Federation,1993,24
1784,Canada,Rwanda,1993,32
1785,Canada,Saudi Arabia,1993,4
1786,Canada,Serbia and Kosovo: S/RES/1244 (1999),1993,90
1787,Canada,Slovenia,1993,2
1788,Canada,Somalia,1993,283
1789,Canada,South Africa,1993,2
1790,Canada,Sri Lanka,1993,36
1791,Canada,Sudan,1993,144
1792,Canada,Swaziland,1993,1
1793,Canada,Syrian Arab Rep.,1993,12
1794,Canada,Thailand,1993,16
1795,Canada,Togo,1993,5
1796,Canada,Turkey,1993,45
1797,Canada,Uganda,1993,38
1798,Canada,United Arab Emirates,1993,38
1799,Canada,United Kingdom of Great Britain and Northern Ireland,1993,6
1800,Canada,United Rep. of Tanzania,1993,3
1801,Canada,United States of America,1993,33
1802,Canada,Uruguay,1993,2
1803,Canada,Various/unknown,1993,100
1804,Canada,Viet Nam,1993,2001
1805,Canada,Yemen,1993,7
1806,Canada,Zambia,1993,1
1807,Canada,Zimbabwe,1993,1
1927,Canada,Afghanistan,1994,381
1928,Canada,Albania,1994,4
1929,Canada,Algeria,1994,1
1930,Canada,Argentina,1994,3
1931,Canada,Armenia,1994,1
1932,Canada,Austria,1994,11
1933,Canada,Azerbaijan,1994,2
1934,Canada,Benin,1994,2
1935,Canada,Bosnia and Herzegovina,1994,4427
1936,Canada,Botswana,1994,4
1937,Canada,Burundi,1994,47
1938,Canada,Côte d'Ivoire,1994,10
1939,Canada,Cambodia,1994,52
1940,Canada,Chile,1994,17
1941,Canada,China,1994,5
1942,Canada,"China, Hong Kong SAR",1994,22
1943,Canada,Costa Rica,1994,6
1944,Canada,Croatia,1994,305
1945,Canada,Cuba,1994,1
1946,Canada,Dem. Rep. of the Congo,1994,26
1947,Canada,Denmark,1994,3
1948,Canada,Egypt,1994,5
1949,Canada,El Salvador,1994,162
1950,Canada,Eritrea,1994,1
1951,Canada,Ethiopia,1994,468
1952,Canada,France,1994,3
1953,Canada,Georgia,1994,3
1954,Canada,Germany,1994,29
1955,Canada,Ghana,1994,23
1956,Canada,Greece,1994,35
1957,Canada,Guatemala,1994,134
1958,Canada,Haiti,1994,1
1959,Canada,Honduras,1994,21
1960,Canada,Hungary,1994,21
1961,Canada,India,1994,6
1962,Canada,Indonesia,1994,23
1963,Canada,Iran (Islamic Rep. of),1994,266
1964,Canada,Iraq,1994,1337
1965,Canada,Italy,1994,39
1966,Canada,Japan,1994,1
1967,Canada,Jordan,1994,7
1968,Canada,Kazakhstan,1994,1
1969,Canada,Kenya,1994,103
1970,Canada,Kuwait,1994,1
1971,Canada,Kyrgyzstan,1994,2
1972,Canada,Lao People's Dem. Rep.,1994,11
1973,Canada,Lebanon,1994,10
1974,Canada,Liberia,1994,4
1975,Canada,Malawi,1994,4
1976,Canada,Malaysia,1994,15
1977,Canada,Malta,1994,2
1978,Canada,Mauritania,1994,3
1979,Canada,Mexico,1994,14
1980,Canada,Mongolia,1994,1
1981,Canada,Mozambique,1994,1
1982,Canada,Myanmar,1994,82
1983,Canada,Netherlands,1994,28
1984,Canada,Nicaragua,1994,4
1985,Canada,Nigeria,1994,1
1986,Canada,Pakistan,1994,42
1987,Canada,Peru,1994,1
1988,Canada,Philippines,1994,59
1989,Canada,Poland,1994,57
1990,Canada,Romania,1994,9
1991,Canada,Russian Federation,1994,7
1992,Canada,Rwanda,1994,56
1993,Canada,Saudi Arabia,1994,37
1994,Canada,Senegal,1994,1
1995,Canada,Serbia and Kosovo: S/RES/1244 (1999),1994,290
1996,Canada,Seychelles,1994,1
1997,Canada,Sierra Leone,1994,2
1998,Canada,Slovenia,1994,13
1999,Canada,Somalia,1994,257
2000,Canada,Spain,1994,6
2001,Canada,Sri Lanka,1994,15
2002,Canada,Sudan,1994,64
2003,Canada,Swaziland,1994,1
2004,Canada,Sweden,1994,10
2005,Canada,Switzerland,1994,3
2006,Canada,Syrian Arab Rep.,1994,4
2007,Canada,Thailand,1994,3
2008,Canada,The former Yugoslav Rep. of Macedonia,1994,6
2009,Canada,Togo,1994,1
2010,Canada,Turkey,1994,38
2011,Canada,Uganda,1994,4
2012,Canada,Ukraine,1994,2
2013,Canada,United Arab Emirates,1994,10
2014,Canada,United Kingdom of Great Britain and Northern Ireland,1994,9
2015,Canada,United Rep. of Tanzania,1994,2
2016,Canada,United States of America,1994,11
2017,Canada,Various/unknown,1994,33
2018,Canada,Venezuela (Bolivarian Republic of),1994,2
2019,Canada,Viet Nam,1994,1212
2020,Canada,Yemen,1994,23
2021,Canada,Zambia,1994,1
2178,Canada,Afghanistan,1995,879
2179,Canada,Algeria,1995,1
2180,Canada,Angola,1995,5
2181,Canada,Argentina,1995,2
2182,Canada,Armenia,1995,1
2183,Canada,Austria,1995,15
2184,Canada,Azerbaijan,1995,7
2185,Canada,Bahrain,1995,3
2186,Canada,Belgium,1995,1
2187,Canada,Bhutan,1995,1
2188,Canada,Bosnia and Herzegovina,1995,5910
2189,Canada,Botswana,1995,7
2190,Canada,Bulgaria,1995,1
2191,Canada,Burkina Faso,1995,1
2192,Canada,Burundi,1995,14
2193,Canada,Côte d'Ivoire,1995,11
2194,Canada,Cambodia,1995,20
2195,Canada,Cameroon,1995,7
2196,Canada,Central African Rep.,1995,1
2197,Canada,Chile,1995,16
2198,Canada,China,1995,1
2199,Canada,"China, Hong Kong SAR",1995,7
2200,Canada,Colombia,1995,16
2201,Canada,Croatia,1995,332
2202,Canada,Cyprus,1995,3
2203,Canada,Czech Rep.,1995,1
2204,Canada,Dem. Rep. of the Congo,1995,42
2205,Canada,Denmark,1995,7
2206,Canada,Ecuador,1995,7
2207,Canada,Egypt,1995,29
2208,Canada,El Salvador,1995,84
2209,Canada,Eritrea,1995,2
2210,Canada,Ethiopia,1995,313
2211,Canada,France,1995,4
2212,Canada,Georgia,1995,4
2213,Canada,Germany,1995,114
2214,Canada,Ghana,1995,6
2215,Canada,Greece,1995,45
2216,Canada,Guatemala,1995,108
2217,Canada,Guinea,1995,5
2218,Canada,Guyana,1995,3
2219,Canada,Haiti,1995,2
2220,Canada,Honduras,1995,2
2221,Canada,Hungary,1995,7
2222,Canada,India,1995,19
2223,Canada,Indonesia,1995,3
2224,Canada,Iran (Islamic Rep. of),1995,392
2225,Canada,Iraq,1995,1155
2226,Canada,Israel,1995,5
2227,Canada,Italy,1995,6
2228,Canada,Jordan,1995,27
2229,Canada,Kenya,1995,72
2230,Canada,Kuwait,1995,5
2231,Canada,Lao People's Dem. Rep.,1995,7
2232,Canada,Lebanon,1995,3
2233,Canada,Liberia,1995,9
2234,Canada,Libya,1995,1
2235,Canada,Lithuania,1995,3
2236,Canada,Malaysia,1995,2
2237,Canada,Malta,1995,7
2238,Canada,Mauritania,1995,7
2239,Canada,Mexico,1995,1
2240,Canada,Mozambique,1995,6
2241,Canada,Myanmar,1995,47
2242,Canada,Netherlands,1995,6
2243,Canada,Nicaragua,1995,1
2244,Canada,Oman,1995,6
2245,Canada,Pakistan,1995,50
2246,Canada,Peru,1995,1
2247,Canada,Philippines,1995,33
2248,Canada,Poland,1995,18
2249,Canada,Rep. of Moldova,1995,2
2250,Canada,Russian Federation,1995,16
2251,Canada,Rwanda,1995,58
2252,Canada,Saudi Arabia,1995,147
2253,Canada,Senegal,1995,2
2254,Canada,Serbia and Kosovo: S/RES/1244 (1999),1995,367
2255,Canada,Sierra Leone,1995,1
2256,Canada,Slovenia,1995,8
2257,Canada,Somalia,1995,264
2258,Canada,South Africa,1995,3
2259,Canada,Spain,1995,7
2260,Canada,Sri Lanka,1995,19
2261,Canada,Sudan,1995,53
2262,Canada,Swaziland,1995,11
2263,Canada,Sweden,1995,14
2264,Canada,Switzerland,1995,20
2265,Canada,Syrian Arab Rep.,1995,47
2266,Canada,Thailand,1995,94
2267,Canada,The former Yugoslav Rep. of Macedonia,1995,5
2268,Canada,Trinidad and Tobago,1995,1
2269,Canada,Turkey,1995,23
2270,Canada,Uganda,1995,10
2271,Canada,Ukraine,1995,3
2272,Canada,United Arab Emirates,1995,9
2273,Canada,United Kingdom of Great Britain and Northern Ireland,1995,9
2274,Canada,United Rep. of Tanzania,1995,2
2275,Canada,United States of America,1995,6
2276,Canada,Uruguay,1995,1
2277,Canada,Various/unknown,1995,66
2278,Canada,Viet Nam,1995,240
2279,Canada,Yemen,1995,3
2280,Canada,Zambia,1995,6
2281,Canada,Zimbabwe,1995,1
2394,Canada,Afghanistan,1996,1370
2395,Canada,Albania,1996,5
2396,Canada,Algeria,1996,3
2397,Canada,Angola,1996,1
2398,Canada,Armenia,1996,4
2399,Canada,Austria,1996,5
2400,Canada,Azerbaijan,1996,2
2401,Canada,Bangladesh,1996,2
2402,Canada,Belgium,1996,4
2403,Canada,Bosnia and Herzegovina,1996,4882
2404,Canada,Botswana,1996,2
2405,Canada,Bulgaria,1996,13
2406,Canada,Burundi,1996,42
2407,Canada,Côte d'Ivoire,1996,9
2408,Canada,Cambodia,1996,3
2409,Canada,Cameroon,1996,1
2410,Canada,Central African Rep.,1996,2
2411,Canada,Chile,1996,8
2412,Canada,China,1996,1
2413,Canada,"China, Hong Kong SAR",1996,6
2414,Canada,Colombia,1996,19
2415,Canada,Croatia,1996,473
2416,Canada,Cuba,1996,4
2417,Canada,Cyprus,1996,2
2418,Canada,Dem. Rep. of the Congo,1996,152
2419,Canada,Denmark,1996,18
2420,Canada,Djibouti,1996,1
2421,Canada,Ecuador,1996,9
2422,Canada,Egypt,1996,94
2423,Canada,El Salvador,1996,56
2424,Canada,Eritrea,1996,7
2425,Canada,Ethiopia,1996,185
2426,Canada,Fiji,1996,1
2427,Canada,France,1996,22
2428,Canada,Georgia,1996,2
2429,Canada,Germany,1996,138
2430,Canada,Ghana,1996,3
2431,Canada,Greece,1996,27
2432,Canada,Guatemala,1996,122
2433,Canada,Haiti,1996,1
2434,Canada,Honduras,1996,6
2435,Canada,Hungary,1996,7
2436,Canada,Iceland,1996,4
2437,Canada,India,1996,32
2438,Canada,Indonesia,1996,1
2439,Canada,Iran (Islamic Rep. of),1996,363
2440,Canada,Iraq,1996,1136
2441,Canada,Israel,1996,1
2442,Canada,Italy,1996,9
2443,Canada,Jamaica,1996,2
2444,Canada,Jordan,1996,150
2445,Canada,Kenya,1996,92
2446,Canada,Kuwait,1996,4
2447,Canada,Lao People's Dem. Rep.,1996,5
2448,Canada,Lebanon,1996,13
2449,Canada,Lesotho,1996,2
2450,Canada,Liberia,1996,7
2451,Canada,Libya,1996,3
2452,Canada,Malawi,1996,1
2453,Canada,Malaysia,1996,6
2454,Canada,Malta,1996,5
2455,Canada,Mauritania,1996,3
2456,Canada,Myanmar,1996,87
2457,Canada,Netherlands,1996,10
2458,Canada,Nicaragua,1996,8
2459,Canada,Nigeria,1996,16
2460,Canada,Pakistan,1996,22
2461,Canada,Philippines,1996,3
2462,Canada,Poland,1996,8
2463,Canada,Romania,1996,8
2464,Canada,Russian Federation,1996,22
2465,Canada,Rwanda,1996,60
2466,Canada,Saudi Arabia,1996,15
2467,Canada,Senegal,1996,20
2468,Canada,Serbia and Kosovo: S/RES/1244 (1999),1996,336
2469,Canada,Slovenia,1996,14
2470,Canada,Somalia,1996,307
2471,Canada,South Africa,1996,1
2472,Canada,Spain,1996,30
2473,Canada,Sri Lanka,1996,5
2474,Canada,Sudan,1996,65
2475,Canada,Swaziland,1996,2
2476,Canada,Sweden,1996,12
2477,Canada,Switzerland,1996,9
2478,Canada,Syrian Arab Rep.,1996,43
2479,Canada,Thailand,1996,92
2480,Canada,The former Yugoslav Rep. of Macedonia,1996,4
2481,Canada,Turkey,1996,10
2482,Canada,Uganda,1996,9
2483,Canada,Ukraine,1996,10
2484,Canada,United Arab Emirates,1996,1
2485,Canada,United Kingdom of Great Britain and Northern Ireland,1996,10
2486,Canada,United Rep. of Tanzania,1996,1
2487,Canada,United States of America,1996,2
2488,Canada,Various/unknown,1996,78
2489,Canada,Viet Nam,1996,50
2490,Canada,Zambia,1996,14
2608,Canada,Afghanistan,1997,1505
2609,Canada,Algeria,1997,12
2610,Canada,Angola,1997,2
2611,Canada,Argentina,1997,1
2612,Canada,Austria,1997,6
2613,Canada,Azerbaijan,1997,1
2614,Canada,Bangladesh,1997,1
2615,Canada,Belgium,1997,4
2616,Canada,Benin,1997,1
2617,Canada,Bhutan,1997,1
2618,Canada,Bosnia and Herzegovina,1997,3646
2619,Canada,Burundi,1997,44
2620,Canada,Côte d'Ivoire,1997,16
2621,Canada,Cambodia,1997,9
2622,Canada,Cameroon,1997,1
2623,Canada,Chile,1997,13
2624,Canada,China,1997,4
2625,Canada,"China, Hong Kong SAR",1997,2
2626,Canada,Colombia,1997,3
2627,Canada,Costa Rica,1997,1
2628,Canada,Croatia,1997,959
2629,Canada,Cuba,1997,7
2630,Canada,Czech Rep.,1997,1
2631,Canada,Dem. Rep. of the Congo,1997,71
2632,Canada,Djibouti,1997,13
2633,Canada,Egypt,1997,259
2634,Canada,El Salvador,1997,73
2635,Canada,Eritrea,1997,4
2636,Canada,Ethiopia,1997,142
2637,Canada,Finland,1997,1
2638,Canada,France,1997,9
2639,Canada,Germany,1997,93
2640,Canada,Greece,1997,26
2641,Canada,Guatemala,1997,69
2642,Canada,Guinea,1997,1
2643,Canada,Guyana,1997,1
2644,Canada,Honduras,1997,5
2645,Canada,Hungary,1997,9
2646,Canada,India,1997,30
2647,Canada,Iran (Islamic Rep. of),1997,185
2648,Canada,Iraq,1997,1146
2649,Canada,Israel,1997,2
2650,Canada,Italy,1997,4
2651,Canada,Jordan,1997,20
2652,Canada,Kazakhstan,1997,3
2653,Canada,Kenya,1997,84
2654,Canada,Kuwait,1997,7
2655,Canada,Lao People's Dem. Rep.,1997,1
2656,Canada,Latvia,1997,1
2657,Canada,Lebanon,1997,1
2658,Canada,Liberia,1997,25
2659,Canada,Mauritania,1997,1
2660,Canada,Myanmar,1997,146
2661,Canada,Netherlands,1997,3
2662,Canada,Nigeria,1997,41
2663,Canada,Norway,1997,2
2664,Canada,Pakistan,1997,19
2665,Canada,Peru,1997,12
2666,Canada,Philippines,1997,1
2667,Canada,Poland,1997,2
2668,Canada,Portugal,1997,3
2669,Canada,Romania,1997,9
2670,Canada,Russian Federation,1997,170
2671,Canada,Rwanda,1997,43
2672,Canada,Senegal,1997,6
2673,Canada,Serbia and Kosovo: S/RES/1244 (1999),1997,461
2674,Canada,Sierra Leone,1997,3
2675,Canada,Slovenia,1997,32
2676,Canada,Somalia,1997,298
2677,Canada,South Africa,1997,1
2678,Canada,Spain,1997,7
2679,Canada,Sri Lanka,1997,10
2680,Canada,Sudan,1997,372
2681,Canada,Swaziland,1997,1
2682,Canada,Sweden,1997,3
2683,Canada,Switzerland,1997,22
2684,Canada,Syrian Arab Rep.,1997,16
2685,Canada,Tajikistan,1997,1
2686,Canada,Thailand,1997,3
2687,Canada,Togo,1997,17
2688,Canada,Tunisia,1997,2
2689,Canada,Turkey,1997,2
2690,Canada,Uganda,1997,9
2691,Canada,Ukraine,1997,12
2692,Canada,United Kingdom of Great Britain and Northern Ireland,1997,1
2693,Canada,United Rep. of Tanzania,1997,1
2694,Canada,United States of America,1997,1
2695,Canada,Uzbekistan,1997,2
2696,Canada,Various/unknown,1997,52
2697,Canada,Venezuela (Bolivarian Republic of),1997,3
2698,Canada,Viet Nam,1997,32
2699,Canada,Yemen,1997,6
2700,Canada,Zambia,1997,17
2865,Canada,Afghanistan,1998,954
2866,Canada,Albania,1998,2
2867,Canada,Algeria,1998,20
2868,Canada,Angola,1998,13
2869,Canada,Argentina,1998,1
2870,Canada,Austria,1998,4
2871,Canada,Azerbaijan,1998,3
2872,Canada,Bahrain,1998,1
2873,Canada,Bangladesh,1998,1
2874,Canada,Benin,1998,2
2875,Canada,Bermuda,1998,1
2876,Canada,Bosnia and Herzegovina,1998,3568
2877,Canada,Bulgaria,1998,8
2878,Canada,Burundi,1998,43
2879,Canada,Côte d'Ivoire,1998,2
2880,Canada,Cambodia,1998,2
2881,Canada,Cameroon,1998,1
2882,Canada,Chad,1998,8
2883,Canada,China,1998,2
2884,Canada,"China, Hong Kong SAR",1998,2
2885,Canada,Colombia,1998,33
2886,Canada,Congo,1998,1
2887,Canada,Costa Rica,1998,3
2888,Canada,Croatia,1998,1268
2889,Canada,Cuba,1998,31
2890,Canada,Cyprus,1998,3
2891,Canada,Dem. Rep. of the Congo,1998,51
2892,Canada,Djibouti,1998,2
2893,Canada,Ecuador,1998,5
2894,Canada,Egypt,1998,211
2895,Canada,El Salvador,1998,80
2896,Canada,Eritrea,1998,1
2897,Canada,Ethiopia,1998,131
2898,Canada,France,1998,1
2899,Canada,Gambia,1998,4
2900,Canada,Germany,1998,235
2901,Canada,Ghana,1998,4
2902,Canada,Greece,1998,20
2903,Canada,Guatemala,1998,37
2904,Canada,Haiti,1998,1
2905,Canada,Honduras,1998,1
2906,Canada,Hungary,1998,4
2907,Canada,India,1998,56
2908,Canada,Iran (Islamic Rep. of),1998,269
2909,Canada,Iraq,1998,781
2910,Canada,Israel,1998,1
2911,Canada,Italy,1998,6
2912,Canada,Japan,1998,1
2913,Canada,Jordan,1998,21
2914,Canada,Kazakhstan,1998,21
2915,Canada,Kenya,1998,74
2916,Canada,Kuwait,1998,4
2917,Canada,Kyrgyzstan,1998,5
2918,Canada,Lao People's Dem. Rep.,1998,1
2919,Canada,Liberia,1998,33
2920,Canada,Libya,1998,3
2921,Canada,Malaysia,1998,1
2922,Canada,Maldives,1998,2
2923,Canada,Mali,1998,1
2924,Canada,Malta,1998,1
2925,Canada,Mexico,1998,5
2926,Canada,Myanmar,1998,40
2927,Canada,Netherlands,1998,1
2928,Canada,Nigeria,1998,18
2929,Canada,Oman,1998,2
2930,Canada,Pakistan,1998,122
2931,Canada,Peru,1998,1
2932,Canada,Poland,1998,1
2933,Canada,Romania,1998,1
2934,Canada,Russian Federation,1998,169
2935,Canada,Rwanda,1998,50
2936,Canada,Saint Lucia,1998,1
2937,Canada,Serbia and Kosovo: S/RES/1244 (1999),1998,379
2938,Canada,Sierra Leone,1998,18
2939,Canada,Slovenia,1998,16
2940,Canada,Somalia,1998,110
2941,Canada,South Africa,1998,1
2942,Canada,Spain,1998,2
2943,Canada,Sri Lanka,1998,16
2944,Canada,Sudan,1998,391
2945,Canada,Swaziland,1998,13
2946,Canada,Switzerland,1998,21
2947,Canada,Syrian Arab Rep.,1998,12
2948,Canada,Tajikistan,1998,94
2949,Canada,Thailand,1998,1
2950,Canada,The former Yugoslav Rep. of Macedonia,1998,3
2951,Canada,Tibetan,1998,4
2952,Canada,Togo,1998,2
2953,Canada,Turkey,1998,16
2954,Canada,Uganda,1998,7
2955,Canada,Ukraine,1998,7
2956,Canada,United Kingdom of Great Britain and Northern Ireland,1998,5
2957,Canada,United States of America,1998,1
2958,Canada,Uzbekistan,1998,10
2959,Canada,Various/unknown,1998,29
2960,Canada,Viet Nam,1998,23
2961,Canada,Yemen,1998,1
2962,Canada,Zambia,1998,7
3143,Canada,Afghanistan,1999,1494
3144,Canada,Algeria,1999,9
3145,Canada,Angola,1999,5
3146,Canada,Armenia,1999,8
3147,Canada,Austria,1999,2
3148,Canada,Belarus,1999,1
3149,Canada,Belgium,1999,1
3150,Canada,Benin,1999,1
3151,Canada,Bhutan,1999,4
3152,Canada,Bosnia and Herzegovina,1999,2681
3153,Canada,Burkina Faso,1999,2
3154,Canada,Burundi,1999,112
3155,Canada,Côte d'Ivoire,1999,1
3156,Canada,Cambodia,1999,1
3157,Canada,Cameroon,1999,1
3158,Canada,Chad,1999,4
3159,Canada,China,1999,2
3160,Canada,Colombia,1999,106
3161,Canada,Croatia,1999,1183
3162,Canada,Cuba,1999,4
3163,Canada,Cyprus,1999,2
3164,Canada,Czech Rep.,1999,1
3165,Canada,Dem. Rep. of the Congo,1999,86
3166,Canada,Djibouti,1999,3
3167,Canada,Ecuador,1999,11
3168,Canada,Egypt,1999,290
3169,Canada,El Salvador,1999,35
3170,Canada,Eritrea,1999,10
3171,Canada,Ethiopia,1999,179
3172,Canada,Gambia,1999,6
3173,Canada,Germany,1999,653
3174,Canada,Ghana,1999,5
3175,Canada,Greece,1999,35
3176,Canada,Guatemala,1999,23
3177,Canada,Guinea,1999,3
3178,Canada,Honduras,1999,4
3179,Canada,Hungary,1999,1
3180,Canada,India,1999,30
3181,Canada,Iran (Islamic Rep. of),1999,470
3182,Canada,Iraq,1999,689
3183,Canada,Israel,1999,2
3184,Canada,Italy,1999,12
3185,Canada,Jordan,1999,28
3186,Canada,Kenya,1999,93
3187,Canada,Kuwait,1999,1
3188,Canada,Lebanon,1999,5
3189,Canada,Liberia,1999,8
3190,Canada,Malawi,1999,14
3191,Canada,Mali,1999,1
3192,Canada,Malta,1999,5
