,Award Year,Theme,Funding Org:Name,Recipient Org:Name,Amount Awarded
5119,2004,Sports,The Big Lottery Fund,Merseyside Cycling Development Group,4930.0
5120,2004,Sports,The Big Lottery Fund,Merseyside Ravens Floorball Club,850.0
5121,2004,Sports,The Big Lottery Fund,Merseyside Visually Impaired Football Club,5000.0
5122,2004,Sports,The Big Lottery Fund,Merthyr Tydfil County Borough Council,1362283.0
5123,2004,Sports,The Big Lottery Fund,Metropolitan Borough of Wirral,922856.0
5124,2004,Sports,The Big Lottery Fund,Mid Suffolk Indoor Bowls Club,720.0
5125,2004,Sports,The Big Lottery Fund,Middlesbrough Council,769302.0
5126,2004,Sports,The Big Lottery Fund,Middleton African Community Association (MACA),3844.0
5127,2004,Sports,The Big Lottery Fund,Midlothian Council,146000.0
5128,2004,Sports,The Big Lottery Fund,Millbank & Tillyfourie Playing Field,2000.0
5129,2004,Sports,The Big Lottery Fund,Millstead School,4850.0
5130,2004,Sports,The Big Lottery Fund,Millwood Womens Institute,5000.0
5131,2004,Sports,The Big Lottery Fund,Milton Keynes Council,332581.0
5132,2004,Sports,The Big Lottery Fund,Minority Fitness Group,5000.0
5133,2004,Sports,The Big Lottery Fund,Minsterworth School,620.0
5134,2004,Sports,The Big Lottery Fund,Monkton Juniors FC,2810.0
5135,2004,Sports,The Big Lottery Fund,Monmouthshire County Council,848902.0
5136,2004,Sports,The Big Lottery Fund,Montsaye Academy,1568770.0
5137,2004,Sports,The Big Lottery Fund,Moor Park Infants School,4988.0
5138,2004,Sports,The Big Lottery Fund,Moors Training Group,4998.0
5139,2004,Sports,The Big Lottery Fund,Mosborough Rugby Union Football Club,4175.0
5140,2004,Sports,The Big Lottery Fund,Mossley Community Association,2592.0
5141,2004,Sports,The Big Lottery Fund,Mossley Sports Forum,4544.0
5142,2004,Sports,The Big Lottery Fund,Mosswood Community Education Centre,5000.0
5143,2004,Sports,The Big Lottery Fund,Moulton Children's Playing Field Trust,5000.0
5144,2004,Sports,The Big Lottery Fund,Mounts Bay School and Community Sports College,94950.0
5145,2004,Sports,The Big Lottery Fund,Moxley Nursery and Infant School,4720.0
5146,2004,Sports,The Big Lottery Fund,Moyle District Council,416696.0
5147,2004,Sports,The Big Lottery Fund,Multi - Sport Club,5000.0
5148,2004,Sports,The Big Lottery Fund,Multicultural Sports and Arts Link,5000.0
5149,2004,Sports,The Big Lottery Fund,Muslim Women's Forum,5000.0
5150,2004,Sports,The Big Lottery Fund,Nacro,5727.0
5151,2004,Sports,The Big Lottery Fund,Nautico Youth Football Club,4750.0
5152,2004,Sports,The Big Lottery Fund,Neath Port Talbot County Borough Council,2262418.0
5153,2004,Sports,The Big Lottery Fund,Netherhall School,4440.0
5154,2004,Sports,The Big Lottery Fund,New Academies Trust,1381000.0
5155,2004,Sports,The Big Lottery Fund,New Christ Church Church Of England (VA) Primary School,5000.0
5156,2004,Sports,The Big Lottery Fund,New Romney Country Fayre Committee,2334.0
5157,2004,Sports,The Big Lottery Fund,Newbridge High School Academy Trust,65845.0
5158,2004,Sports,The Big Lottery Fund,Newcastle City Council,2692292.0
5159,2004,Sports,The Big Lottery Fund,Newcastle Dragons Basketball Club,3398.0
5160,2004,Sports,The Big Lottery Fund,Newcastle Toy and Leisure Library,2750.0
5161,2004,Sports,The Big Lottery Fund,Newcastle Wolves,4160.0
5162,2004,Sports,The Big Lottery Fund,Newham Boys Club,4000.0
5163,2004,Sports,The Big Lottery Fund,Newport City Council,1939621.0
5164,2004,Sports,The Big Lottery Fund,Newton Carnival Team,1760.0
5165,2004,Sports,The Big Lottery Fund,"Newton Farm Nursery, Infant and Junior School",3941.0
5166,2004,Sports,The Big Lottery Fund,Newtown Sports Football Club,4650.0
5167,2004,Sports,The Big Lottery Fund,Norfolk County Council,5231126.0
5168,2004,Sports,The Big Lottery Fund,Norlington School Table Tennis Club,4850.0
5169,2004,Sports,The Big Lottery Fund,Norman Adventurers Childrens Club,3576.0
5170,2004,Sports,The Big Lottery Fund,North Ayrshire Council,933953.0
5171,2004,Sports,The Big Lottery Fund,North East Autism Society,4800.0
5172,2004,Sports,The Big Lottery Fund,North East Divers Association,4900.0
5173,2004,Sports,The Big Lottery Fund,North East Hampshire School Sport Partnership,4279.0
5174,2004,Sports,The Big Lottery Fund,North East Hampshire School Sports Partnership. (Hampshire LEA),207182.0
5175,2004,Sports,The Big Lottery Fund,North East Lincolnshire Council,799506.0
5176,2004,Sports,The Big Lottery Fund,North Eastern Education and Library Board,37230.0
5177,2004,Sports,The Big Lottery Fund,North End Copse Residents Commitee,4717.0
5178,2004,Sports,The Big Lottery Fund,North Lincolnshire Council,773283.0
5179,2004,Sports,The Big Lottery Fund,North Peterborough Primary Care Trust,5000.0
5180,2004,Sports,The Big Lottery Fund,North Somerset Council,1037197.0
5181,2004,Sports,The Big Lottery Fund,North Tyneside Council,918934.0
5182,2004,Sports,The Big Lottery Fund,North Wallacetoun Tenants and Residents Association,5000.0
5183,2004,Sports,The Big Lottery Fund,North West Surrey Partnership,140693.0
5184,2004,Sports,The Big Lottery Fund,North Yorkshire County Council,2127302.0
5185,2004,Sports,The Big Lottery Fund,Northamptonshire County Badminton Association,2414.0
5186,2004,Sports,The Big Lottery Fund,Northamptonshire County Council,1574655.0
5187,2004,Sports,The Big Lottery Fund,Northern Education Trust,73000.0
5188,2004,Sports,The Big Lottery Fund,Northern Ireland Muslim Family Association,139070.0
5189,2004,Sports,The Big Lottery Fund,Northern Karate Association,1500.0
5190,2004,Sports,The Big Lottery Fund,Northumberland County Council,2891866.0
5191,2004,Sports,The Big Lottery Fund,Northumberland Toy Library,5000.0
5192,2004,Sports,The Big Lottery Fund,Northwood Park Senior Citizens Club,4555.0
5193,2004,Sports,The Big Lottery Fund,Norton-Juxta-Twycross Play Area Group,5000.0
5194,2004,Sports,The Big Lottery Fund,Notre Dame Catholic College,2012.0
5195,2004,Sports,The Big Lottery Fund,Nottingham City Council,2901490.0
5196,2004,Sports,The Big Lottery Fund,Nottinghamshire County Council,1681858.0
5197,2004,Sports,The Big Lottery Fund,Nuttall Park Sports Club,4765.0
5198,2004,Sports,The Big Lottery Fund,Oasis Academy Immingham,117156.0
5199,2004,Sports,The Big Lottery Fund,Old Abbotstonians Rugby Football Club Limited,1495.0
5200,2004,Sports,The Big Lottery Fund,Old Park Primary School,5000.0
5201,2004,Sports,The Big Lottery Fund,Old Sharlston Cricket Club,4293.0
5202,2004,Sports,The Big Lottery Fund,Oldbury Academy,688475.0
5203,2004,Sports,The Big Lottery Fund,Oldfield School,395565.0
5204,2004,Sports,The Big Lottery Fund,Oldham Metropolitan Borough Council,3282248.0
5205,2004,Sports,The Big Lottery Fund,Olicanian Cricket Club,1750.0
5206,2004,Sports,The Big Lottery Fund,Open DAWS,5000.0
5207,2004,Sports,The Big Lottery Fund,Operation Street Sport,4990.0
5208,2004,Sports,The Big Lottery Fund,Orkney Association of Youth Clubs,4130.0
5209,2004,Sports,The Big Lottery Fund,Orkney Islands Council,332801.0
5210,2004,Sports,The Big Lottery Fund,Ormiston Academies Trust,1691401.0
5211,2004,Sports,The Big Lottery Fund,Our Kids Club,4990.0
5212,2004,Sports,The Big Lottery Fund,Our Lady of Lourdes Catholic Primary School,5000.0
5213,2004,Sports,The Big Lottery Fund,Our Lady's RC Sports College,132930.0
5214,2004,Sports,The Big Lottery Fund,Outwood Grange Academies Trust,503455.0
5215,2004,Sports,The Big Lottery Fund,Outwood Grange College (Wakefield LEA),170890.0
5216,2004,Sports,The Big Lottery Fund,Oxfordshire County Council,1501276.0
5217,2004,Sports,The Big Lottery Fund,Oxfordshire Play Association,4998.0
5218,2004,Sports,The Big Lottery Fund,Oxfordshire Youth,4770.0
5219,2004,Sports,The Big Lottery Fund,Palmer Park Bowling Club,5000.0
5220,2004,Sports,The Big Lottery Fund,Parents & Staff of All Saints School,5000.0
5221,2004,Sports,The Big Lottery Fund,Park Hall School,5000.0
5222,2004,Sports,The Big Lottery Fund,Park House School and Sports College (Berkshire LEA),113940.0
5223,2004,Sports,The Big Lottery Fund,ParkLife,5000.0
5224,2004,Sports,The Big Lottery Fund,Paul's Place,4160.0
5225,2004,Sports,The Big Lottery Fund,Pearson Junior Football Club Juniors,5000.0
5226,2004,Sports,The Big Lottery Fund,Peatmoor Community Facilities Management Group,1165.0
5227,2004,Sports,The Big Lottery Fund,Pembrokeshire County Council,230600.0
5228,2004,Sports,The Big Lottery Fund,Penderyn Sports and Social Association,917.0
5229,2004,Sports,The Big Lottery Fund,Penn Hall School,110147.0
5230,2004,Sports,The Big Lottery Fund,People In Action (Leeds) UK,149902.0
5231,2004,Sports,The Big Lottery Fund,Peoples Enterprise & Empowerment Forum,5000.0
5232,2004,Sports,The Big Lottery Fund,Perins School A Community Sports College,94950.0
5233,2004,Sports,The Big Lottery Fund,Peter Street Steering Group,3234.0
5234,2004,Sports,The Big Lottery Fund,Peterborough City Council,1333504.0
5235,2004,Sports,The Big Lottery Fund,Philip Southcote School,4040.0
5236,2004,Sports,The Big Lottery Fund,Pickering High School Sports College,113854.0
5237,2004,Sports,The Big Lottery Fund,Pictor School,5000.0
5238,2004,Sports,The Big Lottery Fund,Pilton Community College Academy Trust,291464.0
5239,2004,Sports,The Big Lottery Fund,Pindar School (North Yorkshire LEA),132930.0
5240,2004,Sports,The Big Lottery Fund,Plains Farm and Humbledon Community Initiative Limited,1560.0
5241,2004,Sports,The Big Lottery Fund,Playsafe 58,3700.0
5242,2004,Sports,The Big Lottery Fund,Pleasley Homing Society,3869.0
5243,2004,Sports,The Big Lottery Fund,Plockton and District Community Council,3000.0
5244,2004,Sports,The Big Lottery Fund,Plymouth City Council,1286869.0
5245,2004,Sports,The Big Lottery Fund,Plymouth Hockey Development Group,4380.0
5246,2004,Sports,The Big Lottery Fund,Pokesdown Community Primary School,4600.0
5247,2004,Sports,The Big Lottery Fund,Pond Park Community Association,3728.0
5248,2004,Sports,The Big Lottery Fund,Pool Academy,366840.0
5249,2004,Sports,The Big Lottery Fund,Portgordon Senior Youth Drop-In,4400.0
5250,2004,Sports,The Big Lottery Fund,Portsmouth City Council,884966.0
5251,2004,Sports,The Big Lottery Fund,Positive Education Learning Organisation,5000.0
5252,2004,Sports,The Big Lottery Fund,Powys County Council,512800.0
5253,2004,Sports,The Big Lottery Fund,Pratts Bottom Primary School,2538.0
5254,2004,Sports,The Big Lottery Fund,Prescot Hockey Club,3375.0
5255,2004,Sports,The Big Lottery Fund,Preston Athletic Football Club,3931.0
5256,2004,Sports,The Big Lottery Fund,Preston Bissett Parish Council,5000.0
5257,2004,Sports,The Big Lottery Fund,Preston Panthers Club,5000.0
5258,2004,Sports,The Big Lottery Fund,Prestwich Junior Tennis Club,4960.0
5259,2004,Sports,The Big Lottery Fund,Princes Risborough School,125894.0
5260,2004,Sports,The Big Lottery Fund,Princeville Primary School,1800.0
5261,2004,Sports,The Big Lottery Fund,Priory School & Sports College,4000.0
5262,2004,Sports,The Big Lottery Fund,Pudsey Gateway Club,5000.0
5263,2004,Sports,The Big Lottery Fund,Queen's Park CofE URC Primary School,4066.0
5264,2004,Sports,The Big Lottery Fund,Queen's University Belfast,587872.0
5265,2004,Sports,The Big Lottery Fund,Rackenford School Parent Teachers & Friends Association,2114.0
5266,2004,Sports,The Big Lottery Fund,Rakegate Primary School,4958.0
5267,2004,Sports,The Big Lottery Fund,Ralph Allen School,44000.0
5268,2004,Sports,The Big Lottery Fund,Range High School,100007.0
5269,2004,Sports,The Big Lottery Fund,Rawmarsh Community School - A Sports College,4998.0
5270,2004,Sports,The Big Lottery Fund,Rawthorpe Junior School,5000.0
5271,2004,Sports,The Big Lottery Fund,Reading Borough Council,996169.0
5272,2004,Sports,The Big Lottery Fund,Red Phoenix Judokwai,5000.0
5273,2004,Sports,The Big Lottery Fund,Redcar & Cleveland Borough Council,1250786.0
5274,2004,Sports,The Big Lottery Fund,Refugee Action,303620.0
5275,2004,Sports,The Big Lottery Fund,Reid Street Primary School,53790.0
5276,2004,Sports,The Big Lottery Fund,Renfrewshire Council,43249.0
5277,2004,Sports,The Big Lottery Fund,Renfrewshire Out of School Care Network,60000.0
5278,2004,Sports,The Big Lottery Fund,Residents Association of Farringdon andThirlmere (RAFT),3631.0
5279,2004,Sports,The Big Lottery Fund,Rhodes Tenants & Residents Association,2449.0
5280,2004,Sports,The Big Lottery Fund,Rhodes Youth and Community Centre Association,4160.0
5281,2004,Sports,The Big Lottery Fund,Rhodesway and Allerton Community Association,5000.0
5282,2004,Sports,The Big Lottery Fund,Rhondda Cynon Taff County Borough Council,4835346.0
5283,2004,Sports,The Big Lottery Fund,Richmond Housing Partnership,5000.0
5284,2004,Sports,The Big Lottery Fund,Roade School Sports College,189655.0
5285,2004,Sports,The Big Lottery Fund,Robin Hood Primary School,3968.0
5286,2004,Sports,The Big Lottery Fund,Rochdale  Borough Council,646416.0
5287,2004,Sports,The Big Lottery Fund,Rochdale AFC Ladies,4850.0
5288,2004,Sports,The Big Lottery Fund,Rochdale Bangladeshi Arts and Sports Association,4933.0
5289,2004,Sports,The Big Lottery Fund,Rochdale Disability Sport and Leisure Forum,4947.0
5290,2004,Sports,The Big Lottery Fund,Rochdale Hockey Development Group,2850.0
5291,2004,Sports,The Big Lottery Fund,Roe Green Junior School,4795.0
5292,2004,Sports,The Big Lottery Fund,Rokesly Junior School,3000.0
5293,2004,Sports,The Big Lottery Fund,Roman Hill Middle School,5000.0
5294,2004,Sports,The Big Lottery Fund,Rookery Primary School,3275.0
5295,2004,Sports,The Big Lottery Fund,Rosemount Primary School,32791.0
5296,2004,Sports,The Big Lottery Fund,Rossendale Coaches Forum,4945.0
5297,2004,Sports,The Big Lottery Fund,Rossendale Community Cohesion,4950.0
5298,2004,Sports,The Big Lottery Fund,Rossington All Saints (CE) Sports College (Doncaster LEA),151920.0
5299,2004,Sports,The Big Lottery Fund,Rossington Amateur Swimming Club,4911.0
5300,2004,Sports,The Big Lottery Fund,Rotherham Metropolitan Borough Council,3769791.0
5301,2004,Sports,The Big Lottery Fund,Roundhegians Rugby Football Club - Youth Section,4910.0
5302,2004,Sports,The Big Lottery Fund,Royal Borough of Greenwich,1650339.0
5303,2004,Sports,The Big Lottery Fund,Royal Borough of Kingston Upon Thames,612736.0
5304,2004,Sports,The Big Lottery Fund,Royal Epping Forest Golf Club,4700.0
5305,2004,Sports,The Big Lottery Fund,Rufford Junior School,5000.0
5306,2004,Sports,The Big Lottery Fund,Rushmoor Mallards,4991.0
5307,2004,Sports,The Big Lottery Fund,Rutland County Council,56956.0
5308,2004,Sports,The Big Lottery Fund,Rutland Walk Sports and Social Club,4987.0
5309,2004,Sports,The Big Lottery Fund,Ryedale Arts and Sports Festival,4890.0
5310,2004,Sports,The Big Lottery Fund,S.A.N.D Sports Club (See the ability not the disability),3406.0
5311,2004,Sports,The Big Lottery Fund,S.E.W.A. Society,5000.0
5312,2004,Sports,The Big Lottery Fund,SCOLLAR Limited,93917.0
5313,2004,Sports,The Big Lottery Fund,SE Surrey Pupil Referral Unit,2300.0
5314,2004,Sports,The Big Lottery Fund,Saath Saath Group,4980.0
5315,2004,Sports,The Big Lottery Fund,Sacred Heart Junior Football Team,2318.0
5316,2004,Sports,The Big Lottery Fund,Safeguarding Children Partnership,4980.0
5317,2004,Sports,The Big Lottery Fund,Saints Youth Centre,4730.0
5318,2004,Sports,The Big Lottery Fund,Sale Football Club,4730.0
5319,2004,Sports,The Big Lottery Fund,Sale Moor Methodist Church,5000.0
5320,2004,Sports,The Big Lottery Fund,Salford City Council,1606566.0
5321,2004,Sports,The Big Lottery Fund,Salford LEA,313000.0
5322,2004,Sports,The Big Lottery Fund,Salisbury Area Sport,5000.0
5323,2004,Sports,The Big Lottery Fund,Samuel Ward,220352.0
5324,2004,Sports,The Big Lottery Fund,Sandbach High School and Sixth Form College,113940.0
5325,2004,Sports,The Big Lottery Fund,Sandveien Neighbourhood Centre,5000.0
5326,2004,Sports,The Big Lottery Fund,Sandwell Metropolitan Borough Council,3961481.0
5327,2004,Sports,The Big Lottery Fund,Saxmundham Sports Cricket Club,1582.0
5328,2004,Sports,The Big Lottery Fund,School Partnership Trust Academies,125000.0
5329,2004,Sports,The Big Lottery Fund,Scorpions Netball Club,2984.0
5330,2004,Sports,The Big Lottery Fund,Scottish Borders Council,796052.0
5331,2004,Sports,The Big Lottery Fund,Scout Road Community Group,5000.0
5332,2004,Sports,The Big Lottery Fund,Sea Palling with Waxham Playing Field Management Fund,5000.0
5333,2004,Sports,The Big Lottery Fund,Seaclose Swimming Club,5000.0
5334,2004,Sports,The Big Lottery Fund,Seaford Head Community College,665.0
5335,2004,Sports,The Big Lottery Fund,Sedgefield Community College a Specialist Sports College,132930.0
5336,2004,Sports,The Big Lottery Fund,Sefton Cricket Development Group,4988.0
5337,2004,Sports,The Big Lottery Fund,Sefton Metropolitan Borough Council,2079670.0
5338,2004,Sports,The Big Lottery Fund,Sefton Rugby Union Football Club,5000.0
5339,2004,Sports,The Big Lottery Fund,Self Help Community Housing Association,159.0
5340,2004,Sports,The Big Lottery Fund,Selsdon High School,5000.0
5341,2004,Sports,The Big Lottery Fund,Shaftesbury School,94950.0
5342,2004,Sports,The Big Lottery Fund,Sharnbrook Academy Federation,178596.0
5343,2004,Sports,The Big Lottery Fund,Shaw Comrades Crown Green Bowling Club,5000.0
5344,2004,Sports,The Big Lottery Fund,Shaw Wood Academy,5000.0
5345,2004,Sports,The Big Lottery Fund,Sheffield Central Deaf Bowling Club,942.0
5346,2004,Sports,The Big Lottery Fund,Sheffield City Council,534186.0
5347,2004,Sports,The Big Lottery Fund,"Sheffield Deaf, Sports And Social Club",3946.0
5348,2004,Sports,The Big Lottery Fund,Shelfield Sports & Community College,111383.0
5349,2004,Sports,The Big Lottery Fund,Shepway Junior School,810.0
5350,2004,Sports,The Big Lottery Fund,Sherdley Primary School,4260.0
5351,2004,Sports,The Big Lottery Fund,Sherfield English Recreation Project 2000,4613.0
5352,2004,Sports,The Big Lottery Fund,Shetland Islands Council,144058.0
5353,2004,Sports,The Big Lottery Fund,Shoreham Rugby Football Club,4400.0
5354,2004,Sports,The Big Lottery Fund,Shotts YMCA,5000.0
5355,2004,Sports,The Big Lottery Fund,Shrewsbury Wheelchair Netball Club,5000.0
5356,2004,Sports,The Big Lottery Fund,Shropshire Council,468000.0
5357,2004,Sports,The Big Lottery Fund,Simba Sports Club,4847.0
5358,2004,Sports,The Big Lottery Fund,Sir Harry Smith Academy Trust,591104.0
5359,2004,Sports,The Big Lottery Fund,Sir William Burrough Primary School,103475.0
5360,2004,Sports,The Big Lottery Fund,Skolars Ladies Community Rugby League,3696.0
5361,2004,Sports,The Big Lottery Fund,Sleaford Primary PE and Sport Association,4108.0
5362,2004,Sports,The Big Lottery Fund,Sleaford Volleyball Development Centre,5000.0
5363,2004,Sports,The Big Lottery Fund,Slough Borough Council,564490.0
5364,2004,Sports,The Big Lottery Fund,Small Heath Star Football,5000.0
5365,2004,Sports,The Big Lottery Fund,Smith's Wood Sports College,1300.0
5366,2004,Sports,The Big Lottery Fund,Smithills School,5000.0
5367,2004,Sports,The Big Lottery Fund,Snaith & District Community and Sports Association,4500.0
5368,2004,Sports,The Big Lottery Fund,Solihull Metropolitan Borough Council,167000.0
5369,2004,Sports,The Big Lottery Fund,Solomon Music Academy,4747.0
5370,2004,Sports,The Big Lottery Fund,Somali Youth Development Association,4950.0
5371,2004,Sports,The Big Lottery Fund,Somerset County Council,2691707.0
5372,2004,Sports,The Big Lottery Fund,Soroba Glen Residents' Association,2575.0
5373,2004,Sports,The Big Lottery Fund,South Ayrshire Council,186370.0
5374,2004,Sports,The Big Lottery Fund,South Coast Development Group,4915.0
5375,2004,Sports,The Big Lottery Fund,South Derbyshire Cricket Development Group,4470.0
5376,2004,Sports,The Big Lottery Fund,South Eastern Education & Library Board,353071.0
5377,2004,Sports,The Big Lottery Fund,South Hereford Area Regeneration Project,5000.0
5378,2004,Sports,The Big Lottery Fund,South Lanarkshire Council,555557.0
5379,2004,Sports,The Big Lottery Fund,South Pontefract Schools' Sports Association,4993.0
5380,2004,Sports,The Big Lottery Fund,South Tyneside Borough Council,2803486.0
5381,2004,Sports,The Big Lottery Fund,South Wigston High School,1414813.0
5382,2004,Sports,The Big Lottery Fund,South Wolds Academy and Sixth Form,90000.0
5383,2004,Sports,The Big Lottery Fund,South Yorkshire Clubs For Young People,4702.0
5384,2004,Sports,The Big Lottery Fund,Southampton City Council,1467288.0
5385,2004,Sports,The Big Lottery Fund,Southend On Sea Borough Council,596674.0
5386,2004,Sports,The Big Lottery Fund,Southern Education and Library Board,1074714.0
5387,2004,Sports,The Big Lottery Fund,Southport District Scout Council,4650.0
5388,2004,Sports,The Big Lottery Fund,Southwark Caribb Youth Football and Sports Academy,2050.0
5389,2004,Sports,The Big Lottery Fund,Special Olympics Stafford,4942.0
5390,2004,Sports,The Big Lottery Fund,Special Olympics Wakefield,2020.0
5391,2004,Sports,The Big Lottery Fund,Spen Valley High School (Spen Valley LEA),189893.0
5392,2004,Sports,The Big Lottery Fund,Spire Nursery and Infant School,4975.0
5393,2004,Sports,The Big Lottery Fund,Sport & Cultural Development Project,4230.0
5394,2004,Sports,The Big Lottery Fund,Sport in Hemlock,4914.0
5395,2004,Sports,The Big Lottery Fund,Sports Unlimited,3780.0
5396,2004,Sports,The Big Lottery Fund,Springers Trampolining Club,2500.0
5397,2004,Sports,The Big Lottery Fund,St Albans Girls School,2016246.0
5398,2004,Sports,The Big Lottery Fund,St Andrews Youth Club,1130.0
5399,2004,Sports,The Big Lottery Fund,St Anne's After School Club,2500.0
5400,2004,Sports,The Big Lottery Fund,St Bartholemew's Primary School,4890.0
5401,2004,Sports,The Big Lottery Fund,St Brigid's Primary School,53250.0
5402,2004,Sports,The Big Lottery Fund,St Brigids After School Club,4900.0
5403,2004,Sports,The Big Lottery Fund,"St Canice's Primary School, Feeny",35039.0
5404,2004,Sports,The Big Lottery Fund,St Cleopas Urban Aid Project,4380.0
5405,2004,Sports,The Big Lottery Fund,St Clere's Co-Operative Academy Trust,400950.0
5406,2004,Sports,The Big Lottery Fund,St Colman's Primary School,24342.0
5407,2004,Sports,The Big Lottery Fund,St Colmcille's Primary School,76094.0
5408,2004,Sports,The Big Lottery Fund,St Columba's Primary School,110561.0
5409,2004,Sports,The Big Lottery Fund,St Edmundsbury Bowls Club,3000.0
5410,2004,Sports,The Big Lottery Fund,St Ethelberts R.C. Primary School,2965.0
5411,2004,Sports,The Big Lottery Fund,St Francis Primary School,118235.0
5412,2004,Sports,The Big Lottery Fund,St Francis RC Primary School,5000.0
5413,2004,Sports,The Big Lottery Fund,St George's Primary School,104062.0
5414,2004,Sports,The Big Lottery Fund,St Gerard's Catholic Primary School,5000.0
5415,2004,Sports,The Big Lottery Fund,St Giles-on-the-Heath Primary School,4325.0
5416,2004,Sports,The Big Lottery Fund,St Gregory's Catholic Primary School,5000.0
5417,2004,Sports,The Big Lottery Fund,St Helens Metropolitan Borough Council,669208.0
5418,2004,Sports,The Big Lottery Fund,"St James Church of England Primary School, Handsworth",5000.0
5419,2004,Sports,The Big Lottery Fund,St James's Hatcham Church of England Primary School,3830.0
5420,2004,Sports,The Big Lottery Fund,St John the Baptist Infant and Junior School PTA,5000.0
5421,2004,Sports,The Big Lottery Fund,St John's Primary School,5000.0
5422,2004,Sports,The Big Lottery Fund,St Just Primary School,3646.0
5423,2004,Sports,The Big Lottery Fund,St Luke's Primary School,4967.0
5424,2004,Sports,The Big Lottery Fund,St Malachy's Primary School,63780.0
5425,2004,Sports,The Big Lottery Fund,St Margarets Church of England Academy,810991.0
5426,2004,Sports,The Big Lottery Fund,St Mark's CofE Primary School,4661.0
5427,2004,Sports,The Big Lottery Fund,St Marks Catholic Primary School,5000.0
5428,2004,Sports,The Big Lottery Fund,St Marks Primary School,4793.0
5429,2004,Sports,The Big Lottery Fund,"St Mary's College, Irvinestown",29988.0
5430,2004,Sports,The Big Lottery Fund,St Mary's Primary School,69772.0
5431,2004,Sports,The Big Lottery Fund,"St Mary's Primary School, Cloughcor",41425.0
5432,2004,Sports,The Big Lottery Fund,"St Mary's Roman Catholic Primary School, Bacup",5000.0
5433,2004,Sports,The Big Lottery Fund,St Marys Primary School (Hamilton) Parent Teachers Association,4000.0
5434,2004,Sports,The Big Lottery Fund,St Mathas R C Primary School,4463.0
5435,2004,Sports,The Big Lottery Fund,St Matthew's Hospital Cricket Club,2409.0
5436,2004,Sports,The Big Lottery Fund,St Michael & St Martin,4500.0
5437,2004,Sports,The Big Lottery Fund,St Ninians Out of School Care,4950.0
5438,2004,Sports,The Big Lottery Fund,St Oliver Plunkett Primary School,443913.0
5439,2004,Sports,The Big Lottery Fund,St Oliver Plunkett Primary School - Derry,63270.0
5440,2004,Sports,The Big Lottery Fund,St Patrick's Catholic School,4335.0
5441,2004,Sports,The Big Lottery Fund,St Paul's Healthy Women's Club,990.0
5442,2004,Sports,The Big Lottery Fund,St Paul's Primary School,66281.0
5443,2004,Sports,The Big Lottery Fund,"St Peter's & St Paul's Primary School, Dungiven",27728.0
5444,2004,Sports,The Big Lottery Fund,St Peter's Church of England Primary School,77668.0
5445,2004,Sports,The Big Lottery Fund,"St Peter's Roman Catholic Primary School, Newchurch",3640.0
5446,2004,Sports,The Big Lottery Fund,St Peters Youth Alliance,4230.0
5447,2004,Sports,The Big Lottery Fund,"St Teresa's Drop-In Club, Newarthill",817.0
5448,2004,Sports,The Big Lottery Fund,St Thomas Aquinas Catholic Combined School,4850.0
5449,2004,Sports,The Big Lottery Fund,St Thomas Pre School,4972.0
5450,2004,Sports,The Big Lottery Fund,St Winefride's Primary School,4997.0
5451,2004,Sports,The Big Lottery Fund,St. Aldhelm's Academy,153944.0
5452,2004,Sports,The Big Lottery Fund,St. Bernadette's Girls Primary School,51799.0
5453,2004,Sports,The Big Lottery Fund,St. Josephs RC Junior School,2718.0
5454,2004,Sports,The Big Lottery Fund,St. Patrick's & St.Brigid's Primary School,13332.0
5455,2004,Sports,The Big Lottery Fund,St. Patrick's Primary School,26269.0
5456,2004,Sports,The Big Lottery Fund,"St. Patrick's Primary School, Drumgreenagh, Rathfriland",20330.0
5457,2004,Sports,The Big Lottery Fund,Staffordshire County Council,2895706.0
5458,2004,Sports,The Big Lottery Fund,Staindrop School A Business and Enterprise College,5000.0
5459,2004,Sports,The Big Lottery Fund,Stanground College,208890.0
5460,2004,Sports,The Big Lottery Fund,Stanton Under Bardon Primary School,4866.0
5461,2004,Sports,The Big Lottery Fund,Stars Sports Club,4998.0
5462,2004,Sports,The Big Lottery Fund,Steyning Parish Council,4900.0
5463,2004,Sports,The Big Lottery Fund,Stifford ABA Clublub,3980.0
5464,2004,Sports,The Big Lottery Fund,Stockport Metropolitan Borough Council,2059682.0
5465,2004,Sports,The Big Lottery Fund,Stockton Parent Support for Families and Special Needs Groups,57084.0
5466,2004,Sports,The Big Lottery Fund,Stockton on Tees Borough Council,242000.0
5467,2004,Sports,The Big Lottery Fund,Stoke Damarel Community College,247026.0
5468,2004,Sports,The Big Lottery Fund,Stoke-on-Trent City Council,874160.0
5469,2004,Sports,The Big Lottery Fund,Stoney Stanton War Memorial Playing Fields Committee,5000.0
5470,2004,Sports,The Big Lottery Fund,Stopsley High School,55666.0
5471,2004,Sports,The Big Lottery Fund,Stratford Judo Club,4526.0
5472,2004,Sports,The Big Lottery Fund,Streatham Youth and Community Trust,4400.0
5473,2004,Sports,The Big Lottery Fund,Streetly Methodist Church Recreation Centre,2500.0
5474,2004,Sports,The Big Lottery Fund,Stubbins Primary School,4800.0
5475,2004,Sports,The Big Lottery Fund,Suffolk County Council,635735.0
5476,2004,Sports,The Big Lottery Fund,Sunart Moorings Association,3000.0
