,Scripts,title,Character,Season
323," Because it's a special hat. Chandler looks at Ross funny See"", ""he bought it 'cause he was feeling really down one day so he got the hat to cheer himself"", 'up, ya know. Now Chandler...",The One With the Two Bullies,ROSS,2
324," Stop talking, stop talking now. Let me just get this straight. You're actually"", 'stealing my hat?",The One With the Two Bullies,CHANDLER,2
325, You got a problem with that?,The One With the Two Bullies,BIG BULLY,2
326," No, just wanna make sure we're on the same page.",The One With the Two Bullies,CHANDLER,2
328," Hey, how'd the interview go?",The One With the Two Bullies,RACHEL,2
329," It bit. It was a 50's theme restraunt. I have to cook in a costume and dance on"", 'the counter. I mean I was a chef at Cafe des Artistes. I mean how', 'could I take a job where I have to make something called Laverne and Curly Fries?",The One With the Two Bullies,MONICA,2
330, So don't do it.,The One With the Two Bullies,RACHEL,2
331, How can I not do it? I have $127 in the bank.,The One With the Two Bullies,MONICA,2
332," Monica, relax, go get a beer.",The One With the Two Bullies, JOEY,2
333, I don't want a beer.,The One With the Two Bullies,MONICA,2
334, Who said it was for you?,The One With the Two Bullies,JOEY,2
335, both enter looking down Hhhiiii.,The One With the Two Bullies,ROSS and CHANDLER,2
336, What's the matter with you?,The One With the Two Bullies,RACHEL,2
337, The mean guys at the coffee house took my hat.,The One With the Two Bullies, CHANDLER,2
338, Noo.,The One With the Two Bullies,RACHEL,2
339, You're kiddin'.,The One With the Two Bullies,JOEY,2
340," It was ridiculous. Ya know, these guys, they were bullies, actual bullies, ya know.  We're grown ups, this kinda stuff isn't supposed to happen anymore.",The One With the Two Bullies,ROSS,2
341, Oohhh.,The One With the Two Bullies,RACHEL,2
342, Hi.,The One With the Two Bullies,ROSS,2
343, Hi. Ross turns to Rachel and they hug,The One With the Two Bullies,RACHEL,2
344," Ohhh turns as if to hug someone Oh no, wait a minute, I have no one.",The One With the Two Bullies,CHANDLER,2
345," Hey, woah, let's go down there and get your hat back.",The One With the Two Bullies, JOEY,2
346," Na, forget it, it's probably stripped and sold for parts by now.",The One With the Two Bullies,CHANDLER,2
347," seeing TV Hey, I went up.",The One With the Two Bullies,MONICA,2
348, What?,The One With the Two Bullies,RACHEL,2
349," My stock, MEG, it went up 2 points. Hey guys, do you realize that if I had', ""invested my $127 in myself yesterday that I'd like have...a lot more than that today. Ya"", ""know what, I'm gonna do it.",The One With the Two Bullies,MONICA,2
350, Do what?,The One With the Two Bullies,JOEY,2
351, Put all my money in me.,The One With the Two Bullies,MONICA,2
352," Monica, what are you talking about? You don't know the first thing about the stock"", 'market.",The One With the Two Bullies,RACHEL,2
353," What's to know? Buy sell, high low, bears bulls...on the"", 'phone Yes Manhattan...yeah telephone number of the stock...selling store.",The One With the Two Bullies, MONICA,2
356," See, didn't I tell ya these pillows would be a good idea?",The One With the Two Bullies,JOEY,2
357," Oh God, here we go. For the first time in my life I'm gonna say 'Hi birthfather'.",The One With the Two Bullies,PHOEBE,2
358," We love you, we're here for you.",The One With the Two Bullies,RACHEL,2
359," Yeah good luck, good luck.",The One With the Two Bullies,JOEY,2
360, Thanks. gets out of the cab,The One With the Two Bullies,PHOEBE,2
361," Hey Rach, you uh, you want some sandwich?",The One With the Two Bullies, JOEY,2
362," Ohh, what is in that?",The One With the Two Bullies,RACHEL,2
363," Olive loaf and ham spread, no mayo.",The One With the Two Bullies,JOEY,2
364," No no, 'cause mayo, that would make it gross.",The One With the Two Bullies,RACHEL,2
365," a little dog starts attacking her leg Hey, hey, no, oh oh.",The One With the Two Bullies,PHOEBE,2
366, Run Phoebe run.,The One With the Two Bullies,RACHEL,2
367," No no no, doggie please. Oh, I do so wanna love all animals,', 'please no.",The One With the Two Bullies, PHOEBE,2
368," Get him a bone, get a bone. You gotta bone?",The One With the Two Bullies,JOEY,2
369, Are you kidding me?,The One With the Two Bullies,RACHEL,2
370," Look kibbles, bits. Oh God, alright, get the hell off my leg you yippity piece of', 'crap. Flings the dog off and jumps in the cab. The dog keeps jumping up to the window.', 'Ok, alright, we have a problem.",The One With the Two Bullies,PHOEBE,2
371, Well why don't you just reach out and take his trampoline.,The One With the Two Bullies,JOEY,2
372," Ok, here, I know what we can do. grabs Joey's sadwich and throws it out the"", 'window",The One With the Two Bullies,RACHEL,2
373," Hey, hey, hey no.",The One With the Two Bullies,JOEY,2
374," Ok, doggie get the- aahhh. Ok go get the sandwich, get the', 'sandwich doggie. dog ignores the sandwich Good doggie get the sandwich, get the...ok,', 'Joey, the dog will lick himself but he will not touch your sandwich, what does that say?",The One With the Two Bullies, RACHEL,2
375," Well if he's not gonna eat it, I will.",The One With the Two Bullies,JOEY,2
376, Are you crazy?,The One With the Two Bullies,PHOEBE,2
377," Phoebs, he's just a little dog. turns back to the car window and the dog is halfway"", 'through it. Ahhh.",The One With the Two Bullies,JOEY,2
379, Hey.,The One With the Two Bullies,CHANDLER,2
380, What?,The One With the Two Bullies,ROSS,2
381," Do you have to be a Century 21 real-estate agent to get to', 'wear those really cool jackets?",The One With the Two Bullies, CHANDLER,2
382, Do you say this stuff to girls?,The One With the Two Bullies,ROSS,2
383," Hehehehey, isn't that the guy who used to wear your hat?",The One With the Two Bullies,BIG BULLY,2
384, And look where they're sitting.,The One With the Two Bullies,LITTLE BULLY,2
385," You're joking, right? You guys just walked through the door.",The One With the Two Bullies,ROSS,2
386, Maybe we didn't make it clear enough.,The One With the Two Bullies,BIG BULLY,2
387, Yeah.,The One With the Two Bullies,LITTLE BULLY,2
388, This couch belongs to us.,The One With the Two Bullies, BIG BULLY,2
389," Alright, I'll tell you what, you call the couch and then, and then we'll call"", ""the couch, and we'll see who it comes to.",The One With the Two Bullies,CHANDLER,2
390, You know what I keep wondering? Why you two are still sitting here.,The One With the Two Bullies,BIG BULLY,2
391," Alright, that's it. I've had enough of this, alright. Gunther,"", 'these guys are trying to take our seat.",The One With the Two Bullies, ROSS,2
392," Fellas, these guys were here first.",The One With the Two Bullies,GUNTHER,2
393," Oh, sorry, I didn't realize.",The One With the Two Bullies,BIG BULLY,2
394, Sorry.,The One With the Two Bullies,LITTLE BULLY,2
395, There you go.,The One With the Two Bullies,GUNTHER,2
396, Thank you Gunther. We didn't want to have to go and do that.,The One With the Two Bullies,ROSS,2
397, He told on us?,The One With the Two Bullies, LITTLE BULLY,2
398, You told on us?,The One With the Two Bullies,BIG BULLY,2
399," Well pal, you didn't give me much of a choice. flicks the ends of the big bully's"", 'tie",The One With the Two Bullies,ROSS,2
400, Don't play with his things.,The One With the Two Bullies,CHANDLER,2
401, I know.,The One With the Two Bullies,ROSS,2
402," Alright, let's take this outside.",The One With the Two Bullies, BIG BULLY,2
403," Let's, let's take this outside? Who talks like that?",The One With the Two Bullies,ROSS,2
404, The guy that's about to kick your ass talks like that.,The One With the Two Bullies,BIG BULLY,2
405, You had to ask.,The One With the Two Bullies,CHANDLER,2
406, Yeah.,The One With the Two Bullies,ROSS,2
408," Ok, ok look, see, the thing is we're, we're not gonna fight"", 'you guys.",The One With the Two Bullies, ROSS,2
409," Well then here's the deal, you won't have to so long as never ever show your"", 'faces in this coffee house ever again.",The One With the Two Bullies,LITTLE BULLY,2
410, I think you played the Gunther card too soon.,The One With the Two Bullies,CHANDLER,2
412," Hey Phoeb's, I think you're good to go.",The One With the Two Bullies,JOEY,2
413," Yeah, I don't know.",The One With the Two Bullies,PHOEBE,2
414, What's the matter?,The One With the Two Bullies,RACHEL,2
415," I just think that this was a really bad sign, ya know. I mean, like the beast at', ""the threshold, you know. It's just like, I have no family left, ya know. I mean except for"", ""my grandmother, you know, but let's face it, she's not gonna be around forever, despite"", ""what she says. And I have a sister who I've barely spoken to since we like shared a womb."", ""I don't know, this is my real father and I just, I want things to be like just right.",The One With the Two Bullies,PHOEBE,2
416," Yeah Phoebe, I completely understand.",The One With the Two Bullies,RACHEL,2
417," Yeah, whatever you need. Hey, you wanna go home?",The One With the Two Bullies,JOEY,2
418," Ok, thanks. Sorry, again",The One With the Two Bullies,PHOEBE,2
420, innocently What was that?,The One With the Two Bullies, PHOEBE,2
421," Uhh, I'm guessing the threshold's clear now.",The One With the Two Bullies,JOEY,2
423," I wanna buy 5 shares of SGJ and I wanna buy them now. C'mon"", 'time is money my friend. Thank you. Wooo.",The One With the Two Bullies,MONICA,2
424, Time is money my friend?,The One With the Two Bullies,RACHEL,2
425," Yeah, you missed, 'Takes money to make money,' and uh, 'Don't make me come down"", ""there and kick your wall street butt.'",The One With the Two Bullies,JOEY,2
426," Hey, I made $17 before breakfast, what have you done?",The One With the Two Bullies, MONICA,2
427," Well uh, I had breakfast here so technically I saved $3.50.",The One With the Two Bullies,JOEY,2
428, How did you make $17.,The One With the Two Bullies,RACHEL,2
429," Well, my financially challenged friends,  I split my money', 'and I bought some shares of CHP and ZXY.",The One With the Two Bullies,MONICA,2
430, How come those?,The One With the Two Bullies,JOEY,2
431," Well, CHP because I used to have a crush on Eric Estrada. And ZXY becuase I think', 'it sounds zexy.",The One With the Two Bullies,MONICA,2
432," What happened to uh, MEG.?",The One With the Two Bullies,RACHEL,2
433," MEG was good for me but I dumped her. Ya know, my motto is', 'get out before they go down.",The One With the Two Bullies, MONICA,2
434, That is so not my motto.,The One With the Two Bullies,JOEY,2
435, enters Hey.,The One With the Two Bullies,PHOEBE,2
436," Hey Phoebs. Oh hey, how's the dog?",The One With the Two Bullies,RACHEL,2
437," Ok, I talked to the vet, people are so nice upstate. Anyway, he said that the', ""little fella's gonna be ok and I can pick him up tomorrow.",The One With the Two Bullies,PHOEBE,2
438, Good.,The One With the Two Bullies,JOEY,2
439," Oh, thank God.",The One With the Two Bullies,RACHEL,2
440," Yeah, but he did have to have a bunch of stitches and he', ""said that only once in a blue moon does a dog's ear grow back so...still hoping.",The One With the Two Bullies, PHOEBE,2
441," Ok, so Phoebe, now are you gonna call your dad and let him know that his dog is', 'ok?",The One With the Two Bullies,RACHEL,2
442," I, I don't wanna meet my father over the phone.  What am I"", ""gonna say, like 'Hi, I'm Phoebe, the daughter you abandoned. Oh, by the way, I broke your"", ""dog.'",The One With the Two Bullies,PHOEBE,2
443," Hey Phoebs, if you want, I'll do it.",The One With the Two Bullies,JOEY,2
444," Ok. Listen, just don't say anything about me, ok. goes over and grabs the phone"", ""that's sitting by Monica",The One With the Two Bullies,PHOEBE,2
445, DON'T...be too long with the phone.,The One With the Two Bullies, MONICA,2
446, She'll be a much better friend when the market closes.,The One With the Two Bullies,RACHEL,2
447, dials the phone It's a woman.,The One With the Two Bullies,JOEY,2
448, So talk to her.,The One With the Two Bullies,PHOEBE,2
449," in a fake voice Uhh, hello Miss Buffay. I know where your', ""dog is. I want you to know that he'll be returned to you, almost as good as new, within,"", 'within 24 hours. Uh, goodbye. hangs up",The One With the Two Bullies, JOEY,2
450, Why the voice.,The One With the Two Bullies,RACHEL,2
451, in the voice Hard to say.,The One With the Two Bullies,JOEY,2
453, Your cappucino sir.,The One With the Two Bullies,CHANDLER,2
454, Thank you.,The One With the Two Bullies,ROSS,2
456, Ya know I think this is much better than the coffee house.,The One With the Two Bullies,CHANDLER,2
457, Absolutely.,The One With the Two Bullies,ROSS,2
459, How come it's not mixing with the water?,The One With the Two Bullies, ROSS,2
460,"Well the package says you have to uh, constantly keep it moving. Stir and drink,', 'stir and drink, never let it settle.",The One With the Two Bullies,CHANDLER,2
462," walks out of his room Hey, this is ridiculous. I'll tell you what. After I get"", ""back from my neice's christening, I'll go down to the coffee house with you and we'll all"", ""have a nice cup of coffee alright. No problem, Joey's there.",The One With the Two Bullies,JOEY,2
463, Ok.,The One With the Two Bullies,CHANDLER,2
464, No.,The One With the Two Bullies,ROSS,2
465, No?,The One With the Two Bullies,CHANDLER,2
466," No. Man I don't wanna have to have Joey with me every time I"", ""wanna descent cup of coffee. Ya know, and I don't wanna spend the rest of my life drinking"", ""cappucino with a 'K'. I say you and I go back down there and stand up to those guys.",The One With the Two Bullies, ROSS,2
467," Alright, hang on a second there Custer.",The One With the Two Bullies,CHANDLER,2
468," Yeah really, Ross, have you ever been beaten up before?",The One With the Two Bullies,JOEY,2
469," Yeah, sure.",The One With the Two Bullies,ROSS,2
470, By someone besides Monica?,The One With the Two Bullies,JOEY,2
471," No. So what. So what if we get beaten up, maybe that's just"", 'something every man has to go through once in his life. Ya know, like a, like a right of', ""passage or somethin'.",The One With the Two Bullies, ROSS,2
472," Well, couldn't we just lose our virginities again? Ya know, because I think"", ""actually mine's growing back.",The One With the Two Bullies,CHANDLER,2
474, Opens the door I need to borrow a hundred bucks.,The One With the Two Bullies,MONICA,2
475, What?,The One With the Two Bullies,RACHEL,2
476," Hi, welcome home. pulls Rachel inside I need to borrow a hundred bucks.",The One With the Two Bullies,MONICA,2
477, For what?,The One With the Two Bullies,RACHEL,2
478, I've gotta get back in the game.,The One With the Two Bullies,MONICA,2
479," Why, when did you get out of the game?",The One With the Two Bullies,RACHEL,2
480," I don't know, I lost it all ok. I lost it.",The One With the Two Bullies,MONICA,2
481, Oh no.,The One With the Two Bullies,RACHEL,2
482," Hey, I've come to terms with it, you have to too.",The One With the Two Bullies,MONICA,2
483," Ok. Look uhh, Mon I'm, I'm really sorry.",The One With the Two Bullies,RACHEL,2
484," Yeah, yeah, yeah, where are we on the hundred bucks?",The One With the Two Bullies,MONICA,2
485," I, I don't have it.",The One With the Two Bullies,RACHEL,2
486," But I need it. Otherwords I'm gonna have to take that"", ""horrible diner job. You know, with the dancing and the costumes. I don't wanna have to"", 'wear flame retardant boobs.",The One With the Two Bullies, MONICA,2
487, Nobody does honey.,The One With the Two Bullies,RACHEL,2
489, Hi.,The One With the Two Bullies,PHOEBE,2
490," Schnoodle. Oh my God, what the hell happened to my dog?",The One With the Two Bullies, MRS BUFFAY,2
491," It was an accident, and, and the woman who did this would never ever hurt a dog on', ""purpose. She's a vegetarian.",The One With the Two Bullies,PHOEBE,2
492," What are these, stitches?",The One With the Two Bullies,MRS BUFFAY,2
493," Yeah, eight of them. That's 56 to him. You know also, if, if it's raining, you"", ""can't let him look up too long 'cause that cone'll fill up really really fast.",The One With the Two Bullies,PHOEBE,2
494," Yeah well, thanks for bringing back what's left of him.",The One With the Two Bullies,MRS BUFFAY,2
495," Sure, oh, is, is Frank home.",The One With the Two Bullies,PHOEBE,2
496, How do you know Frank?,The One With the Two Bullies,MRS BUFFAY,2
497," Just from a, from a long time ago. Is he here?",The One With the Two Bullies,PHOEBE,2
498, Yeah. Frank.,The One With the Two Bullies,MRS BUFFAY,2
499, Yeah. What? a young guy comes around the corner,The One With the Two Bullies,FRANK,2
500," Oh, ok, um, I mean Frank senior.",The One With the Two Bullies, PHOEBE,2
501, He went out for groceries.,The One With the Two Bullies,MRS BUFFAY,2
502, Ok so will he be back soon?,The One With the Two Bullies,PHOEBE,2
503, Well he left four years ago so we're expecting him back any minute now.,The One With the Two Bullies,MRS BUFFAY,2
504," Alright, I'm, I'm gonna go. I'm sorry about the dog, everything. I'm sorry.",The One With the Two Bullies,PHOEBE,2
506, Hey lady. Hey wait up. How do you know my dad?,The One With the Two Bullies,FRANK,2
507, Um well I don't really. Just genetically. He's kinda my dad too.,The One With the Two Bullies,PHOEBE,2
508, Heavy.,The One With the Two Bullies,FRANK,2
509," Yeah. So um, did he ever talk about me, Phoebe?",The One With the Two Bullies,PHOEBE,2
510, No but he didn't really talk about anything.,The One With the Two Bullies,FRANK,2
511, Oh.,The One With the Two Bullies,PHOEBE,2
512, Except stilts.,The One With the Two Bullies,FRANK,2
513, Stilts?,The One With the Two Bullies,PHOEBE,2
514," Yeah, he loved stilts. One time I was upstairs, I was stealing cigarettes out of my', ""mom's purse, and uh, all of a sudden I look over and there's my dad's head bobbing past"", ""the window. He just had this big smile on his face and he was waving 'cause he was always"", 'happiest when he was on his stilts.",The One With the Two Bullies,FRANK,2
515, Wow.,The One With the Two Bullies,PHOEBE,2
516, Yeah.,The One With the Two Bullies,FRANK,2
517, I don't know what to do with that.,The One With the Two Bullies,PHOEBE,2
518, Me neither. So you're like my big sister.,The One With the Two Bullies, FRANK,2
519, Yeah.,The One With the Two Bullies,PHOEBE,2
520," This is huge, you can buy me beer.",The One With the Two Bullies,FRANK,2
521," I'm not gonna. But you know what's cool though? Ok, if you had a friend named"", ""Pete, then I could say, 'Oh yeah, I know Pete, he's friends with my brother.'",The One With the Two Bullies,PHOEBE,2
522, I gotta friend named Mark.,The One With the Two Bullies,FRANK,2
523, That'll work too.,The One With the Two Bullies,PHOEBE,2
524," Cool, alright. So maybe, ya know, I could give you a call sometime, we could talk', ""or somethin'.",The One With the Two Bullies,FRANK,2
525," Yeah, that'd be ok.",The One With the Two Bullies,PHOEBE,2
526, Alright.,The One With the Two Bullies,FRANK,2
527," Ok, I'm in the book.",The One With the Two Bullies,PHOEBE,2
528," Ok, yeah.",The One With the Two Bullies,FRANK,2
529," Alright. So um, stilts huh?",The One With the Two Bullies,PHOEBE,2
530," Yeah hey, you know if you want I can take you around back and show you where he hit', 'his head on the rain gutter.",The One With the Two Bullies,FRANK,2
531, Ok.,The One With the Two Bullies,PHOEBE,2
533," Well we did it, we're here. We are standing our ground. How"", 'long does a cup of coffee take?",The One With the Two Bullies, ROSS,2
534, Would you come on! Come on! waitress brings their coffee Thank you.,The One With the Two Bullies,CHANDLER,2
536," Ah, there we go.",The One With the Two Bullies,CHANDLER,2
537, I think we proved our point.,The One With the Two Bullies,ROSS,2
538, You burn your mouth?,The One With the Two Bullies,CHANDLER,2
539, Cannot feel my tounge.,The One With the Two Bullies,ROSS,2
541," Bullies, big bullies.",The One With the Two Bullies, CHANDLER,2
542," Oh, look who's here, it's the weenies.",The One With the Two Bullies,LITTLE BULLY,2
543, Did we not make ourselves clear the other day.,The One With the Two Bullies,BIG BULLY,2
544," Yes, and that's why we're here.",The One With the Two Bullies,ROSS,2
545," Yes, we're standing out ground...apparently.",The One With the Two Bullies,CHANDLER,2
546, Let's do this alright.,The One With the Two Bullies,LITTLE BULLY,2
547," Woah, ho-ho, whad'ya got there, a weapon?",The One With the Two Bullies,ROSS,2
548," It's a nice watch, I don't wanna break it on your ribs.",The One With the Two Bullies,LITTLE BULLY,2
549," Alright, let's do this.",The One With the Two Bullies,CHANDLER,2
550, Alright.,The One With the Two Bullies,LITTLE BULLY,2
552," Question. If I don't care about my watch, can I use it as a weapon?",The One With the Two Bullies,CHANDLER,2
553, Whad'ya mean?,The One With the Two Bullies,ROSS,2
554," Well, it's sharp, it's metal, I think I can do some, you know, serious damage"", 'with it.",The One With the Two Bullies,CHANDLER,2
555," No, you can't use your watch.",The One With the Two Bullies,BIG BULLY,2
556, Ok. reaches in his pocket,The One With the Two Bullies,CHANDLER,2
557, Or your keys.,The One With the Two Bullies,BIG BULLY,2
558, Ok.,The One With the Two Bullies,CHANDLER,2
559," Look, here's what we'll do. We'll put all keys and watches in the hat over"", 'there. Alright. they all put their keys and watches in the hat and put it on a mail box', ""Alright, c'mon man, let's do this.",The One With the Two Bullies,LITTLE BULLY,2
561," Before I forget, are we hitting faces?",The One With the Two Bullies,ROSS,2
562," Of course we're hitting faces, why wouldn't you hit faces?",The One With the Two Bullies,BIG BULLY,2
563," Well because I have to work on Monday, I have a big presentation.",The One With the Two Bullies,ROSS,2
564," Actually, you know, uh, I gotta show this apartment tomorrow and uh, you', 'know, this no faces thing might not be a bad idea.",The One With the Two Bullies,LITTLE BULLY,2
565," Ok, nothing from the neck up. everyone gets ready for the fight Or the waist', ""down. Dana's ovulating.",The One With the Two Bullies,BIG BULLY,2
566," Oh really, you guys tryin' again?",The One With the Two Bullies,LITTLE BULLY,2
567, Yeah.,The One With the Two Bullies,BIG BULLY,2
568," Ok, so let me just get this straight. So we're uh, strictly talking about the"", 'middle?",The One With the Two Bullies,CHANDLER,2
569, C'MON!,The One With the Two Bullies, BIG BULLY,2
570," Hey, hey, woah, you want some of this, huh? You want a piece of this, huh? I'm"", 'standin here, huh.",The One With the Two Bullies,ROSS,2
571," Hey, hey, those guys are takin our stuff! some guy runs off with the hat",The One With the Two Bullies,CHANDLER,2
572, Hey.,The One With the Two Bullies,ROSS,2
573, Hey.,The One With the Two Bullies,BIG BULLY,2
576," God, that was, that was amazing, that was incredible. You', 'guys, you guys kicked butt.",The One With the Two Bullies, ROSS,2
577," Us, what about you guys? Man you really, bing, gave it to old Mr. Clean back', 'there. He was a big guy.",The One With the Two Bullies,LITTLE BULLY,2
578, Yeah he was wasn't he.,The One With the Two Bullies,ROSS,2
579," Yeah, I wouldn't know having missed everything.",The One With the Two Bullies,CHANDLER,2
580," Don't do that to yourself. Any one of us could have tripped over that little"", 'girls jump-rope.",The One With the Two Bullies,BIG BULLY,2
581," So, listen guys, are we uh, are we ok here?",The One With the Two Bullies,ROSS,2
582, We're ok.,The One With the Two Bullies,LITTLE BULLY,2
583, Alright.,The One With the Two Bullies,ROSS,2
584," Ok so, can I have my hat back?",The One With the Two Bullies,CHANDLER,2
585, No.,The One With the Two Bullies,LITTLE BULLY,2
586," Huh. reaches over and grabs the hat and bolts for the door but slips and falls', 'behind the couch",The One With the Two Bullies,CHANDLER,2
589, Look at her.,The One With the Two Bullies, RACHEL,2
590, Hi Monica.,The One With the Two Bullies,CHANDLER,2
591," He-he-he, how's it goin'?",The One With the Two Bullies,JOEY,2
592, Hey nice boobs.,The One With the Two Bullies,PHOEBE,2
593," Guys guys, check this out.",The One With the Two Bullies,CHANDLER,2
595, Excellent.,The One With the Two Bullies,JOEY,2
600," So, I'll get candles and my mom's lace tablecloth, and since it's Rachel's"", ""birthday, I mean, we want it to be special, I thought I'd poach a salmon.",The One With the Two Parties,MONICA,2
601, Ohhh.,The One With the Two Parties,ALL,2
602, What?,The One With the Two Parties,MONICA,2
603," Question. Why do we always have to have parties where you', 'poach things?",The One With the Two Parties, ROSS,2
604, You wanna be in charge of the food committee?,The One With the Two Parties,MONICA,2
605, Question two. Why do we always have to have parties with committees?,The One With the Two Parties,ROSS,2
606, Really. Why can't we just get some pizzas and get some beers and have fun?,The One With the Two Parties,JOEY,2
607, Yeah.,The One With the Two Parties,ROSS,2
608," Yeah, I agree. Ya know, I think fancy parties are only fun', ""if you're fancy on the inside and I'm just not sure we are.",The One With the Two Parties, PHOEBE,2
609," Alright. If you guys don't want it to be special, fine. You can throw any kind of"", 'party you want.",The One With the Two Parties,MONICA,2
611," Joey they're not real. I start miles beneath the surface of"", ""these things, ok, they're fake. See squeezes her breast honk honk.",The One With the Two Parties, MONICA,2
612," Wow, it's, it's like porno for clowns.",The One With the Two Parties,CHANDLER,2
615," I talked to Rachel's sisters, neither of them can come.",The One With the Two Parties,ROSS,2
616," Ok, um so, I still have to invite Dillon and Emma and Shannon Cooper.",The One With the Two Parties,MONICA,2
617," Woah, woah, woah, uh, no Shannon Cooper.",The One With the Two Parties, JOEY,2
618, Why not her?,The One With the Two Parties,PHOEBE,2
619," Cause she uh, she steals stuff.",The One With the Two Parties,JOEY,2
620," Or maybe she doesn't steal stuff and Joey just slept with her and never called"", 'her back.",The One With the Two Parties,CHANDLER,2
621, Joey that is horriable.,The One With the Two Parties,MONICA,2
622," Hey I liked her, alright. Maybe, maybe too much. I don't know"", 'I guess I just got scared.",The One With the Two Parties, JOEY,2
623," I'm sorry, I didn't know.",The One With the Two Parties,PHOEBE,2
624," I didn't think anyone'd buy that, ok.",The One With the Two Parties,JOEY,2
626," Hi honey, how did it go?",The One With the Two Parties, ROSS,2
627," Agh, it was the graduation from hell.",The One With the Two Parties,RACHEL,2
628," Ya know, my cousin went to hell on a football scholarship.",The One With the Two Parties,CHANDLER,2
629," Ya know, I mean this is supposed to be a joyous occasion. My', ""sister's graduating from college, nobody thought she would. It's a true testament to what"", 'a girl from long island would do for a Celica.",The One With the Two Parties, RACHEL,2
630, So what happened?,The One With the Two Parties,MONICA,2
631," My parents happened. All they had to do was sit in the same stadium, smile', 'proudly, and not talk about the divorce. But nooo, they got into a huge fight in the', 'middle of the commencement address. Bishop Tutu actually had to stop and shush them. But', 'you know what, you know what the good news is? I get to serve coffee for the next 8 hours.",The One With the Two Parties,RACHEL,2
632," Ok, so I guess we don't invite her parents.",The One With the Two Parties, PHOEBE,2
633," Well, how bout just her mom?",The One With the Two Parties,MONICA,2
634, Why her mom?,The One With the Two Parties,CHANDLER,2
635, Cause I already invited her.,The One With the Two Parties,MONICA,2
636," Ooh, ooh, did you ask Stacy Roth?",The One With the Two Parties,PHOEBE,2
637," Oh no, can't invite her. She also steals.",The One With the Two Parties,JOEY,2
639," Ok, here are the birthday candles. Where's the birthday cake?",The One With the Two Parties,PHOEBE,2
640," Ok, we're not having birthday cake, we're having birthday flan.",The One With the Two Parties,MONICA,2
641, Excuse me?,The One With the Two Parties,CHANDLER,2
642, It's a traditional Mexican custard dessert.,The One With the Two Parties, MONICA,2
643," Oh that's nice. Happy birthday Rachel, here's some goo.",The One With the Two Parties,JOEY,2
645," answers the door Dr. Greene. Oh my God it's Rachel's dad. What're you doing"", 'here?",The One With the Two Parties,MONICA,2
646, What? The father can't drop by to see the daughter on her birthday?,The One With the Two Parties,MR. GREENE,2
647," No no, the father can, but um, since I am the roommate I can tell you that she's"", ""not here and I'll pass along the message, ok. So bye-bye.",The One With the Two Parties,MONICA,2
648," Ohhh, you're having a parteee.",The One With the Two Parties,MR. GREENE,2
649," No, no, not a party. Just a surprise gathering of some people Rachel knows. Um,', 'this is Phoebe and Chandler and Joey.",The One With the Two Parties,MONICA,2
650," I'll never remember all of that. So uh, what's the deal?"", 'Rachel comes home, people pop out and yell stuff, is that it?",The One With the Two Parties, MR. GREENE,2
651," This isn't your first surprise party, is it sir?",The One With the Two Parties,CHANDLER,2
653, Hi Monica.,The One With the Two Parties,MRS. GREENE,2
655, Chinese menu guy. Forgot the menus.,The One With the Two Parties, MONICA,2
656," So, basically just a Chinese guy.",The One With the Two Parties,CHANDLER,2
657," Uh, hey, Dr. Greene, why don't you come with me, we'll put your jacket on Rachel's"", 'bed.",The One With the Two Parties,JOEY,2
658," Alright, that sounds like a two person job. they walk into Rachel's bedroom",The One With the Two Parties,MR. GREENE,2
659," Well, my goodness, what was that?",The One With the Two Parties,MRS. GREENE,2
660," Sandra, I am so sorry, I thought you were Rachel and we just weren't ready for you"", 'yet.",The One With the Two Parties,MONICA,2
661, You thought I was Rachel?,The One With the Two Parties, MRS. GREENE,2
662," Yes because uh, you look so young.",The One With the Two Parties,CHANDLER,2
663," And because you're both, you know, white women.",The One With the Two Parties,PHOEBE,2
664," Oh, I missed you kids. Well, should I put my coat in the bedroom?",The One With the Two Parties,MRS. GREENE,2
665," NO! No, I'll take that for ya.",The One With the Two Parties,CHANDLER,2
666," Oh well thank you. Such a gentleman. Thank you. Chandler takes the hot pink', 'coat and grimaces at it Ahh, it all looks so nice, so festive, all the balloons...', 'Chandler, remembering that Joey and Mr. Greene are in the bedroom, throws her coat in a', 'cupboard The funniest thing happened to me on the way here. I was...Joey peeks out",The One With the Two Parties,MRS. GREENE,2
667," cutting Mrs. Greene off Ha-ha, that's great, ha-ha. I can't wait to hear the"", 'rest of it, ya know, but I really have to go to the bathroom so... Hey, come with me.', ""Yeah, yeah, it'll be like we're gal pals, ya know, like at a restraunt. Oh, it'll be fun,"", ""c'mon. they go in the bathroom",The One With the Two Parties,PHOEBE,2
668," Oh my God, oh my God, oh my God.",The One With the Two Parties,MONICA,2
669," Ok, think, what would Jack and Chrissy do?",The One With the Two Parties, CHANDLER,2
670," peeks back out Ok, now that your coat is safely in the bedr-, sees that the coast', 'is clear oh, ok we can come back out in the living room.",The One With the Two Parties,JOEY,2
671," So uh, Joey and Chanlder, I, I think it's time that you take Dr. Greene over to"", 'your place.",The One With the Two Parties,MONICA,2
672," Uhh, yes, absdolutely, um. Why again?",The One With the Two Parties,CHANDLER,2
673, Because that's where the party is you goon. See this is just the staging area.,The One With the Two Parties,MONICA,2
