,Scripts,title,Character,Season
492, And then Rachel wasn't sure she could leave the baby.,THE ONE WITH PHOEBE'S BIRTHDAY DINNER,Ross,9
493," N-it wasn't easy, but it's your birthday and I did what I gotto "", 'do.",THE ONE WITH PHOEBE'S BIRTHDAY DINNER,Rachel,9
494, And that's Judy over there at the bar with Emma?,THE ONE WITH PHOEBE'S BIRTHDAY DINNER,Phoebe,9
495," Oh honey, this is for the best, thus I'm not distracted,worrying "", ""about Emma, how she's doing at home and I'm being completelyhere with you "", 'and, oh, she spit up!",THE ONE WITH PHOEBE'S BIRTHDAY DINNER,Rachel,9
496, What?,THE ONE WITH PHOEBE'S BIRTHDAY DINNER,Ross,9
497," She spit up. Judy! She spi...Judy! Look alive, Judy! (theysit ', 'down) Thank you.",THE ONE WITH PHOEBE'S BIRTHDAY DINNER,Rachel,9
498, Thanks. Oh.,THE ONE WITH PHOEBE'S BIRTHDAY DINNER,Ross,9
499," Oh, ooh, everything looks delicious. What should I ha-ave?What ', 'should I have?",THE ONE WITH PHOEBE'S BIRTHDAY DINNER,Rachel,9
500, (mumbling) Never hit a woman. Never hit a woman.,THE ONE WITH PHOEBE'S BIRTHDAY DINNER,Joey,9
501, Y'know this ??? is incredible.,THE ONE WITH PHOEBE'S BIRTHDAY DINNER,Ross,9
502, Ross bruises like a peach. He bruises like a peach.,THE ONE WITH PHOEBE'S BIRTHDAY DINNER,Joey,9
503," Okay, I'll have the fixed salad and the duck.",THE ONE WITH PHOEBE'S BIRTHDAY DINNER,Ross,9
504," Yah, I'll have the soup and the salmon.",THE ONE WITH PHOEBE'S BIRTHDAY DINNER,Rachel,9
505," And remember whatever comes up first. Okay? And hurry, ', 'because..",THE ONE WITH PHOEBE'S BIRTHDAY DINNER,Joey,9
506, (entering with husband) Happy birthday!,THE ONE WITH PHOEBE'S BIRTHDAY DINNER,Monica,9
507, Son of a bitch!,THE ONE WITH PHOEBE'S BIRTHDAY DINNER,Joey,9
508, Wher-where have you been?,THE ONE WITH PHOEBE'S BIRTHDAY DINNER,Phoebe,9
509," Well, we had a little fight.",THE ONE WITH PHOEBE'S BIRTHDAY DINNER,Monica,9
510, I would never lie to get someone into bed.,THE ONE WITH PHOEBE'S BIRTHDAY DINNER,Chandler,9
511," You used to tell girls you were a Kennedy. (being sat down)Ooh, ', ""uh, thanks. Wow, little tight, isn't it? How d'you get a biggertable? "", 'You-you had a big table, but they made you move. Huh-huh, shutup Monica. ', 'Whoo, I suppose that Chandler will have the smoked duck.",THE ONE WITH PHOEBE'S BIRTHDAY DINNER,Monica,9
512, I suppose that Monica will have the ... manipulative shrew.,THE ONE WITH PHOEBE'S BIRTHDAY DINNER,Chandler,9
513, I'll give you another minute.,THE ONE WITH PHOEBE'S BIRTHDAY DINNER,Waiter,9
514," Why are you going? He said, she wanted the shrew! (runs afterthe ', 'waiter)",THE ONE WITH PHOEBE'S BIRTHDAY DINNER,Joey,9
515," Rach, c'mon, Emma is fine. You're turning into an obsessivemother. "", 'Okay, you need to stop.",THE ONE WITH PHOEBE'S BIRTHDAY DINNER,Ross,9
516," Y'guys ever heard the story about when Rosses mom went to "", 'thebeauty salon?",THE ONE WITH PHOEBE'S BIRTHDAY DINNER,Rachel,9
517, You mean the lully story?,THE ONE WITH PHOEBE'S BIRTHDAY DINNER,Chandler,9
518," (childish) Huh-huh, they already know it.",THE ONE WITH PHOEBE'S BIRTHDAY DINNER,Ross,9
519," You guys, we've been waiting for you for a long time, maybeyou "", 'should order.",THE ONE WITH PHOEBE'S BIRTHDAY DINNER,Phoebe,9
520," (returned) No, no, it's okay, I already told the waiter whatthey "", 'want.",THE ONE WITH PHOEBE'S BIRTHDAY DINNER,Joey,9
521, Why would you do that?,THE ONE WITH PHOEBE'S BIRTHDAY DINNER,Monica,9
522," Chandler, control your woman!",THE ONE WITH PHOEBE'S BIRTHDAY DINNER,Joey,9
523," (lifts for a toast) Okay, as everybody has ordered, I wouldlike ', 'to start the celebration and make a toast ... to Phoebe. Shedropped her ', 'sock.",THE ONE WITH PHOEBE'S BIRTHDAY DINNER,Rachel,9
524, Aw ... what?,THE ONE WITH PHOEBE'S BIRTHDAY DINNER,Phoebe,9
525," N-no, Emma dropped her sock.",THE ONE WITH PHOEBE'S BIRTHDAY DINNER,Rachel,9
526," Mom's here? I wanted to have lunch with her today, she toldme she "", 'was out of town.",THE ONE WITH PHOEBE'S BIRTHDAY DINNER,Monica,9
527," Ross, she still has not noticed that the baby's sock is onthe "", 'ground.",THE ONE WITH PHOEBE'S BIRTHDAY DINNER,Rachel,9
528, 's a good toast.,THE ONE WITH PHOEBE'S BIRTHDAY DINNER,Phoebe,9
529, (to Ross) Could you please get her attention?,THE ONE WITH PHOEBE'S BIRTHDAY DINNER,Rachel,9
530, W-oa ... Mommy! (gestures to his not understanding mother),THE ONE WITH PHOEBE'S BIRTHDAY DINNER,Ross,9
531," (getting up) Oh, for god's sake, Judy, pick up the sock! Pickup "", ""the sock! Pick up the sock! (everybody scared) I'm sorry, was thatrude? "", 'Di-did my, my li-little outburst blunt (?) the hideousness (?)that is this ', 'evening? Look, I know, you all have a lot going on, butall I wanted to do ', 'was have dinner with my friends on my birthday.And you are all so late and ', ""you didn't even have the courtesy tocall. (her cellular rings) Well, it's "", 'too late now.",THE ONE WITH PHOEBE'S BIRTHDAY DINNER,Phoebe,9
532," Well, ??? think that's us?",THE ONE WITH PHOEBE'S BIRTHDAY DINNER,Ross,9
533," well, this is, this is, this is not over! (on phone) Hello?",THE ONE WITH PHOEBE'S BIRTHDAY DINNER,Phoebe,9
534," (to Chandler and Monica) Well, what is going on with you two?",THE ONE WITH PHOEBE'S BIRTHDAY DINNER,Joey,9
535," Uch, you see, I'm ovulating.",THE ONE WITH PHOEBE'S BIRTHDAY DINNER,Monica,9
536," Oh yeah, that's what she says. But maybe you're notovulating at "", ""all, maybe it's just a clever ruse to get me into bed.",THE ONE WITH PHOEBE'S BIRTHDAY DINNER,Chandler,9
537," Yes smokie, that is what it was. I just can't get enough.",THE ONE WITH PHOEBE'S BIRTHDAY DINNER,Monica,9
538," (to Joey) You not gonna believe this: She lied! She trickedme ', 'into having sex with her.",THE ONE WITH PHOEBE'S BIRTHDAY DINNER,Chandler,9
539," So? Did have sex, right?",THE ONE WITH PHOEBE'S BIRTHDAY DINNER,Joey,9
540, What's the matter with me? Why I'm such a girl?,THE ONE WITH PHOEBE'S BIRTHDAY DINNER,Chandler,9
541," (returns) Okay, that was Mike.",THE ONE WITH PHOEBE'S BIRTHDAY DINNER,Phoebe,9
542," Phoebe, hi, we're so sorry. You're totally right. We are hereone "", 'hundred per cent and we love you and we are ready to start yourbirthday ', 'celebration.",THE ONE WITH PHOEBE'S BIRTHDAY DINNER,Rachel,9
543," Mhuh, guys, that means the world to me. Huh, nkay, I'm gonnatake "", 'off.",THE ONE WITH PHOEBE'S BIRTHDAY DINNER,Phoebe,9
544, What?,THE ONE WITH PHOEBE'S BIRTHDAY DINNER,Rachel,9
545," Oh, I love you guys too, but Mike got off work early. Wait.Wait, ', ""I'm not t--not that kind of girl that just ditches her friendsto be with her "", 'boyfriend. You know what? I am. Bye guys! (waves tothe bar) Judy! Bye.",THE ONE WITH PHOEBE'S BIRTHDAY DINNER,Phoebe,9
546," Oh thank god, if Phoebe's going, can we please take Emma home?",THE ONE WITH PHOEBE'S BIRTHDAY DINNER,Rachel,9
547," You know, I think that's a good idea--our babysitter justpounded in "", ""another Chardonnet. (both get up) Bye, y'guys.",THE ONE WITH PHOEBE'S BIRTHDAY DINNER,Ross,9
548, Bye.,THE ONE WITH PHOEBE'S BIRTHDAY DINNER,Monica,9
549," See ya. Well, this is just us.",THE ONE WITH PHOEBE'S BIRTHDAY DINNER,Joey,9
550, Mhum.,THE ONE WITH PHOEBE'S BIRTHDAY DINNER,Monica & Chandler,9
551," So, I'm, I'm probably still ovulating. Do you want to give "", 'itanother try?",THE ONE WITH PHOEBE'S BIRTHDAY DINNER,Monica,9
552," So you never had sex with a Kennedy, have you?",THE ONE WITH PHOEBE'S BIRTHDAY DINNER,Chandler,9
553," Do, do you gonna do it now?",THE ONE WITH PHOEBE'S BIRTHDAY DINNER,Joey,9
554, We don't have much time. Once the egg decended the oviduct ...,THE ONE WITH PHOEBE'S BIRTHDAY DINNER,Monica,9
555," No-ohoh. (the Bings leave, the waiter comes)",THE ONE WITH PHOEBE'S BIRTHDAY DINNER,Joey,9
556, I sincerely hope the rest of your party is returning.,THE ONE WITH PHOEBE'S BIRTHDAY DINNER,Maitre D',9
557," Nah, just me. All alone. (all the food is served) Dinner forsix for ', 'one, uh, you boys are about to see something really special.",THE ONE WITH PHOEBE'S BIRTHDAY DINNER,Joey,9
559," continues, Joey finished everything",THE ONE WITH PHOEBE'S BIRTHDAY DINNER,Scene,9
560," How was everything, sir?",THE ONE WITH PHOEBE'S BIRTHDAY DINNER,Waiter,9
561, Excellent. The shrew in particular was exclusive.,THE ONE WITH PHOEBE'S BIRTHDAY DINNER,Joey,9
562," Well, I hope, you got some room left.",THE ONE WITH PHOEBE'S BIRTHDAY DINNER,Waiter,9
563," (with birthday cake, singing) Happy birthday to you, ', 'happybirthday to you, happy birthday dear ...",THE ONE WITH PHOEBE'S BIRTHDAY DINNER,Waiters,9
564, Joey! Joey.,THE ONE WITH PHOEBE'S BIRTHDAY DINNER,Joey,9
565," ... Joey, happy birthday to you.",THE ONE WITH PHOEBE'S BIRTHDAY DINNER,Waiters,9
566, That's the best birthday ever.,THE ONE WITH PHOEBE'S BIRTHDAY DINNER,Joey,9
570," Marta Kauffman & David CraneTranscribed by: Coffee ', 'MugRussian to Roman alphabet: Gabriela Horber",The One with the Male Nanny,Written by,9
573," Chandler's hotel room in Tulsa. He's fast asleep when the telephone "", 'rings.",The One with the Male Nanny,Scene,9
574," (picking up the telephone, answering it with a frog in his throat) ', 'Hello? (he clears his throat, but he still has the same frog in his throat when ', 'he speaks again) Hello?",The One with the Male Nanny,Chandler,9
575," (in her apartment, screaming) I LOVE MY NEW JOB!",The One with the Male Nanny,Monica,9
576," Honey, you're screaming.",The One with the Male Nanny,Chandler,9
577," YOU BET YOUR ASS I AM! I just had the best first day ever! The ', ""kitchen: twice as big as Allessandro's.",The One with the Male Nanny,Monica,9
578," (yawning) Oh, that's great.",The One with the Male Nanny,Chandler,9
579," Yeah, a-a-and clean. Not just health department clean... Monica ', 'clean.",The One with the Male Nanny,Monica,9
580, (clearly not so interested) Awesome.,The One with the Male Nanny,Chandler,9
581," Oh, and the people are so nice. There's this one guy, Geoffrey, he's "", 'the Maitre D., Chandler, you will love him. He is without a doubt, the funniest ', 'guy I have ever met. (Chandler, who was almost asleep again, sits up straight in ', ""bed in an instant and can't believe what he just heard.)",The One with the Male Nanny,Monica,9
583," Central Perk. Phoebe and Mike are on the couch, holding hands, while ', 'Phoebe puts milk in her coffee.",The One with the Male Nanny,Scene,9
584, This is nice.,The One with the Male Nanny,Mike,9
585," I know! (Phoebe picks up a little packet of sugar, shakes it, and ', ""then realises she can't open it with one hand, but doesn't want to let go of "", ""Mike's hand. She tries to tear open the packet with one hand.)",The One with the Male Nanny,Phoebe,9
586, You need both hands for that?,The One with the Male Nanny,Mike,9
587," Yeah, I kinda do. (Mike lets go of her hand) Well, how's this? (she "", ""takes Mike's hand and puts it on her breast, she tears open the sugar and puts "", 'it in her coffee. Mike thinks it over and nods appreciative. After that, they ', 'hold hands again. Joey now enters, and sees the two sitting on the couch, ', 'holding hands.)",The One with the Male Nanny,Phoebe,9
588," (in a very aaaaahhhhh sweeeeeet voice) Aaahhh, look at you two... ', 'holding hands... huh is this getting serious? (Phoebe and Mike, embarrassed, ', 'start babbling and look away.) Have you not talked about it yet? (They say ', 'nothing now, but smile) Am I making you uncomfortable? (smiles are becoming ', ""forced now, and he speaks to Mike) If you were bigger you'd hit me, huh...? "", 'Aaaaaahhhhhh (he turns away to the bar)",The One with the Male Nanny,Joey,9
589," I'm sorry... I'm sorry. It's obviously way too early for us to be... "", 'having that conversation.",The One with the Male Nanny,Phoebe,9
590, Is it?,The One with the Male Nanny,Mike,9
591," (in a flash she answers) Maybe not, is it?",The One with the Male Nanny,Phoebe,9
592," Okay, when I got divorced, I didn't think I'd feel this way about "", ""someone for a really long time... Then again, I didn't think I'd meet someone "", 'like you... and... this may be crazy soon, but... I want you to have this... (He ', ""tries to get something from his pocket, but it's not that easy... Phoebe looks "", 'in a ""what\'s happening"" face to him. He finally has found something) No, not... ', ""that's gum. (He digs in a little more.) Ooh, five bucks... I love it when that "", ""happens, you know... Think no note's there...",The One with the Male Nanny,Mike,9
593," (impatient) I know Mike, why don't you keep digging?",The One with the Male Nanny,Phoebe,9
594," Oh, sorry. (He digs in again and finally finds what he's been looking "", 'for. A key.)",The One with the Male Nanny,Mike,9
595," Oh, it's a key. To be honest, I think I'd prefer the five "", 'dollars.",The One with the Male Nanny,Phoebe,9
596, It's to my apartment.,The One with the Male Nanny,Mike,9
597," (really surprised) Oh wow, ooh! Ooh, big step for Phoebe and ', 'Mike.",The One with the Male Nanny,Phoebe,9
598," Yeah, look, and I don't want you to feel like you have to give me your "", 'key just because...",The One with the Male Nanny,Mike,9
599," Oh no, I want to.",The One with the Male Nanny,Phoebe,9
600," Oh, thank God. (he laughs nervously, and Phoebe gets her keychain from ', 'her bag.)",The One with the Male Nanny,Mike,9
601," Yeah... ooh... wow... Even started to think I'd never meet someone "", 'that, you know, I wanted to... do this with. Here you go. (Both Phoebe and Mike ', 'look really proud.)",The One with the Male Nanny,Phoebe,9
602," Is this cool, huh?",The One with the Male Nanny,Mike,9
603, It really is.,The One with the Male Nanny,Phoebe,9
604," (sitting at his table) Oh, I know it... It is amazing these little ', 'things open doors... huh! (mimes opening a door with his own keys, Phoebe looks ', 'at him in a ""yeah, yeah, yeah"" way.)",The One with the Male Nanny,Joey,9
605," Ross and Rachel's apartment. Both of them sitting on the couch, "", 'interviewing a nanny candidate.",The One with the Male Nanny,Scene,9
606," So I don't go back to work for another four weeks, but we would like "", 'our nanny to start right away, so that Emma could get a chance to know her.",The One with the Male Nanny,Rachel,9
607," (in a sweet, caring voice) I think that's really smart. "", 'The easier we can make the transition for her, the better. (Ross and Rachel seem ', 'pleased with the answer.)",The One with the Male Nanny,Prospective nanny,9
608," That's great, great. So do you have any questions for us?",The One with the Male Nanny,Rachel,9
609, Not really.,The One with the Male Nanny,Prospective nanny,9
610," Allright. Well thank you so much for coming... (they're standing up "", 'and make their way to the door)",The One with the Male Nanny,Rachel,9
611, Thank you.,The One with the Male Nanny,Ross,9
612, Really nice to meet you... and we'll call you.,The One with the Male Nanny,Rachel,9
613," Oh, you know, wait. I do have one question. (she starts ', 'playing with her hair) Do you guys do random drug testing?",The One with the Male Nanny,Prospective nanny,9
614," Boy, we uhm... hadn't really thought of that.",The One with the Male Nanny,Ross,9
615," That's cool. But... but if you do, I'm gonna need three "", 'days notice.",The One with the Male Nanny,Prospective nanny,9
616," Okidoki! (and she slams the door in the nanny's face while Ross "", ""crumples up the application form) Wow! We're never gonna find a nanny.",The One with the Male Nanny,Rachel,9
617," Oh, come on Rach, we will. I promise. We have more interviews (They sit ', 'down and Rachel sighs) And worse comes to worse, we can always reconsider the ', 'uhm... the first one we met with.",The One with the Male Nanny,Ross,9
618," (indignant) What, the blonde with no bra?",The One with the Male Nanny,Rachel,9
619," She was blonde? (he looks surprised for a while, but then gets a ', '""gotcha"" expression on his face... There\'s knocking at the door.) Just a sec.! ', ""Okay, okay. This one's name is Sandy. She's got a degree in early childhood "", 'education, uhm... she worked for her last family for three years.",The One with the Male Nanny,Ross,9
620, Okay... (Ross opens the door.),The One with the Male Nanny,Rachel,9
621, (a guy) Hi... I'm Sandy.,The One with the Male Nanny,Sandy,9
622, And she's a little mannish...,The One with the Male Nanny,Ross,9
623," Phoebe's apartment. There's a knock on the door, and Phoebe opens "", 'it.",The One with the Male Nanny,Scene,9
624, (gasps) Oh my God! David!,The One with the Male Nanny,Phoebe,9
625, Hi! I-i-is this a bad time?,The One with the Male Nanny,David,9
626," (excited) No! It's a great time, come in...! WOW, hi... Oh my gosh! "", 'What are you doing here? Are you back from Minsk?",The One with the Male Nanny,Phoebe,9
627," Well, just for a couple of days, uhm... I'm here to explain to the "", ""people who gave us our grant, why it's a positive thing that we spent all their "", 'money and uhm... accomplished uhm... nothing.",The One with the Male Nanny,David,9
628," Who cares, it got you here.",The One with the Male Nanny,Phoebe,9
629," Well, it got me to New York anyway, and then I got on a cab at the ', 'airport, and the guy said where to? and I just... gave him your address I... ', ""I... I didn't even think about it.",The One with the Male Nanny,David,9
630, Wow. Where is your luggage? (David thinks for a while),The One with the Male Nanny,Phoebe,9
631, Damn it!,The One with the Male Nanny,David,9
632," A-Allright, well... I'll call the cab company.",The One with the Male Nanny,Phoebe,9
633," Wa... wa... wait! We can... call them later. Can you just... just ', ""stand there f-f-for a moment? Boy! There's an old Russian expression, uhm... it "", 'goes: Schto ya ztez vigul... ui! Roughly translated that means uhm... This thing ', ""that I'm looking at: wow!",The One with the Male Nanny,David,9
634," Thank you! God, no! You should see me when... Oh actually, no, I look ', 'pretty good.",The One with the Male Nanny,Phoebe,9
635," Are... are you kidding? You know, when you don't see someone for a "", 'long time, a-a-and you kind of build them up in your head and you start thinking ', ""about: Come on, don't be crazy. Nobody is that beautiful, but... well, you are. "", '(Phoebe seems very charmed) Well, so, uhm... are you seeing... anyone? (Phoebe ', 'is still up on a cloud from what David just said)",The One with the Male Nanny,David,9
636, No...,The One with the Male Nanny,Phoebe,9
637," Monica and Chandler's apartment. Monica sits on the couch and Phoebe "", 'is pacing up and down the room.",The One with the Male Nanny,Scene,9
638," I'm... I'm just... I'm the worst person ever. How can I not tell "", ""David that I'm seeing Mike?",The One with the Male Nanny,Phoebe,9
639, Maybe he didn't give you a chance.,The One with the Male Nanny,Monica,9
640, He said: Are you seeing someone? And I said no...,The One with the Male Nanny,Phoebe,9
641," Oh, well... That had been your window.",The One with the Male Nanny,Monica,9
642," Yeah! I mean, I don't know. I was just , I was looking, I was looking "", ""in his eyes and I was just thinking: Oh my God! It's David. David's here. He's "", ""just, he's so irresistible.",The One with the Male Nanny,Phoebe,9
643, Really? The scientist guy?,The One with the Male Nanny,Monica,9
644, Really? Chandler?,The One with the Male Nanny,Phoebe,9
645, Continue...,The One with the Male Nanny,Monica,9
646," Oh.Okay, then it gets worse, 'cause then I told him that I would see "", 'him tomorrow night.",The One with the Male Nanny,Phoebe,9
647, Phoebe!,The One with the Male Nanny,Monica,9
648," I know! (points at herself) Evil! And... and... and... I like Mike so ', ""much, you know. It's just going really well. Oh my God!",The One with the Male Nanny,Phoebe,9
649," Wow, isn't it ironic that David would show up on the same day that "", 'you and Mike exchange keys?",The One with the Male Nanny,Monica,9
650," (sarcastically) Uhuh... Yeah...!, you know. And given my life long ', 'search for irony, you can imagine how happy I am.",The One with the Male Nanny,Phoebe,9
651, What are you gonna do?,The One with the Male Nanny,Monica,9
652," I mean I guess, I just have to... tell David that nothing can happen ', ""between us. Unless I don't... You know, complicated moral situation, no right, "", 'no wrong...",The One with the Male Nanny,Phoebe,9
653, You have to tell David!,The One with the Male Nanny,Monica,9
654," Okay, I knew I should have had this conversation with Joey.",The One with the Male Nanny,Phoebe,9
655, The hallway between the two apartments. Chandler comes home.,The One with the Male Nanny,Scene,9
656," (angry) Funniest guy she's ever met! (to the door) I'm funny, "", ""right...? What do you know, you're a door... You just like knock-knock jokes... "", '(laughs about himself, but then gets determined again) Save it for inside! (he ', 'enters)",The One with the Male Nanny,Chandler,9
657, Heeeeeey! ,The One with the Male Nanny,Monica,9
658, Hey!,The One with the Male Nanny,Chandler,9
659, Hey!,The One with the Male Nanny,Phoebe,9
660," So... Oklahoma is a crazy place. You know, they call it the Sooner ', ""state. Frankly I'd sooner be in any other state. (Monica looks at Phoebe, who "", ""also doesn't know what to say.) And what's with Oklahoma having a pan handle? "", ""Can all states have stuff like that? Hey yeah, I'm from the waistband, Wyoming. "", 'But when I was seven, we headed over to the crotch.",The One with the Male Nanny,Chandler,9
661, (Doesn't believe what she's hearing) Was your cabin pressurised?,The One with the Male Nanny,Monica,9
662," (laughs, but then moves to Phoebe) And don't get me started on the "", 'way that people from Tulsa talk.",The One with the Male Nanny,Chandler,9
663, Okay. (and she walks away),The One with the Male Nanny,Phoebe,9
664," What's with the word y'all? You know, just... two words just... "", 'pushed together... Are we all allowed to do that, because if so, I say why stop ', 'there? You know, your new poodle could be your noodle. And fried chicken? Could ', ""be fricken.Waiter, waiter excuse me, I'll have the fricken? (Monica laughs) See, "", ""that's... that's funny with the fricken, right?",The One with the Male Nanny,Chandler,9
665," No, it just remind me of something this guy did today at work. I told ', 'you about that funny guy, Geoffrey, right?",The One with the Male Nanny,Monica,9
666," Yeah, he came up...",The One with the Male Nanny,Chandler,9
667," Well, he did this bit... You probably had to be there, but it was ', 'Liza Minelli locked in our freezer, eating a raw chicken. (Phoebe bursts out in ', 'a laugh)",The One with the Male Nanny,Monica,9
668, (to Phoebe) Were you there?,The One with the Male Nanny,Chandler,9
669," No, but it sounds like it was fricken funny...",The One with the Male Nanny,Phoebe,9
670, Ross and Rachel's apartment. They're interviewing Sandy.,The One with the Male Nanny,Scene,9
671," I really do understand how hard it's gotta be to leave your child with "", ""another person. I mean, it's leaving behind a piece of your heart... (Ross has "", 'got that bored/angry/skeptic look and Rachel is very emotional)",The One with the Male Nanny,Sandy,9
672," Sandy, that's exactly what it is...",The One with the Male Nanny,Rachel,9
673, Are you gay? (Rachel turns to Ross in an embarrassed way),The One with the Male Nanny,Ross,9
674, Ross!,The One with the Male Nanny,Rachel,9
675," It's okay. I get that a lot doing what I do. But I am straight. I-I'm "", 'engaged actually.",The One with the Male Nanny,Sandy,9
676, Oh!,The One with the Male Nanny,Rachel,9
677, Her name is Deliah.,The One with the Male Nanny,Sandy,9
678," Oh, that's pretty.",The One with the Male Nanny,Rachel,9
679, (skeptic) So you're just like a... guy who's a nanny?,The One with the Male Nanny,Ross,9
680," I realise how it's... a bit unorthodox for some people, but I really "", 'believe, the most satisfying thing you can do with your life, is take care of a ', 'child.",The One with the Male Nanny,Sandy,9
681," (on a yeah, right tone) Okay.",The One with the Male Nanny,Ross,9
682," Like in my last job, I met Daniel when he was three weeks old. And I ', ""got to watch him grow into this awesome person... When I left, I said: I'll see "", 'you soon... And he said to me: Skdandy... (Ross and Rachel look puzzled) That ', ""was his name for me... I'll see you every day... right in... (points at his "", 'heart, but starts to cry before he can finish his sentence. Rachel tries to ', 'comfort him, but Ross has this ""you\'ve got to be kidding me"" look all over ', 'him)",The One with the Male Nanny,Sandy,9
683," Yeah, kids say all kinds of crap. (In the other room Emma starts to ', 'cry.)",The One with the Male Nanny,Ross,9
684," Oh God, she mu... she must need her diaper changed.",The One with the Male Nanny,Rachel,9
685," Oh, oh, I can do it for her, if you want...",The One with the Male Nanny,Sandy,9
686," Oh, that would be great! (Sandy leaves for Emma's room) I love him, I "", 'love him, I love him...",The One with the Male Nanny,Rachel,9
687," Oh, come on, Rach, he's a guy!",The One with the Male Nanny,Ross,9
688," So wh..? He's smart, he's qualified. Give me one good reason we "", ""shouldn't try him out.",The One with the Male Nanny,Rachel,9
689," Because, it's weird!",The One with the Male Nanny,Ross,9
690, Why?,The One with the Male Nanny,Rachel,9
691," What kind of job is that for a man? A nanny? I-It's like if a woman "", 'wanted to be...",The One with the Male Nanny,Ross,9
692," (she\'s got that ""yeah, try to say it"" look on her face) Yes?",The One with the Male Nanny,Rachel,9
693, King?,The One with the Male Nanny,Ross,9
694," I er... I hope you don't mind. I used some of my home-made lotion on "", ""Emma. It's a mixture of calendula and honey cream. It'll dry that rash right up. "", 'Plus... It keeps the hands young... (it makes Rachel smile)",The One with the Male Nanny,Sandy,9
695," (whispering and begging) Please? (Ross makes a ""whatever"" gesture) ', ""YES! Sandy you're hired.",The One with the Male Nanny,Rachel,9
696," That's great! (He gets emotional again and waves his hand in front of "", ""his face in a feminine way, like trying to dry his tears) I'm sorry. It's "", ""just... such an emotional thing when you're welcomed into a new family...",The One with the Male Nanny,Sandy,9
697, Oooh... ***I really can't hear what she says*** come here.,The One with the Male Nanny,Rachel,9
698, You gotta be at least bi...,The One with the Male Nanny,Ross,9
700," Joey's apartment. Joey is reading a 'Busty Ladies' magazine when "", 'Chandler enters.",The One with the Male Nanny,Scene,9
701," Hey! (Joey doesn't look up, but gestures 'wait a minute' with his "", 'finger while he finishes reading the article. Chandler waits for Joey to ', 'finish.) I need you to set me up for a joke. Later, when Monica is around, I ', 'need you to ask me about fire trucks.",The One with the Male Nanny,Chandler,9
702, Ooh. I-I don't know Chan. I'm not so good with remembering lines.,The One with the Male Nanny,Joey,9
703," (Can't believe what he hears) Well, thank God your livelihood "", ""doesn't depend on it.",The One with the Male Nanny,Chandler,9
704," I know, right? (Chandler has really big eyes, and nods) Wh... Wh... Why ', 'are we doing this?",The One with the Male Nanny,Joey,9
705," Monica says that her Maitre D. is the funniest guy she's ever "", 'met.",The One with the Male Nanny,Chandler,9
706, Seriously? She actually said that?,The One with the Male Nanny,Joey,9
707, Yes! Am I crazy to be this upset?,The One with the Male Nanny,Chandler,9
708, Nooooo! Being funny is your thing!,The One with the Male Nanny,Joey,9
709, Yeah!,The One with the Male Nanny,Chandler,9
710," Without that, you just got ""lame with women"".",The One with the Male Nanny,Joey,9
711," Ye.... (stops because he realises what Joey just said, and stares ', 'at him. At this moment Monica enters)",The One with the Male Nanny,Chandler,9
712, Hi! There you are.,The One with the Male Nanny,Monica,9
713," (sees Monica) Fire trucks! (Chandlers eyes double in size and he turns ', ""to Monica who doesn't understand what's happening. Then he turns back to Joey, "", 'who says ""you\'re welcome"" without a sound)",The One with the Male Nanny,Joey,9
714," Phoebe's apartment. Phoebe just let David in who brought a bottle of "", 'wine.",The One with the Male Nanny,Scene,9
715," Wow, you look even... more beautiful than you did yesterday.",The One with the Male Nanny,David,9
716, Oof...,The One with the Male Nanny,Phoebe,9
717," In fact, ehm... I going to kiss you now. (David holds Phoebe and wants ', 'to kiss her.)",The One with the Male Nanny,David,9
718," Oh, wait, wait!",The One with the Male Nanny,Phoebe,9
719," Yeah, I-I don't, I can't get away with stuff like that. I-I-It sounded "", 'sexy in my head, so I...",The One with the Male Nanny,David,9
720," No, no, it's not that. (they go sit on the couch) Uhm... Remember "", 'when you asked me if I was seeing someone and I said no? Well, uhm... I am. His ', '... his name is Mike.",The One with the Male Nanny,Phoebe,9
721, Oh... oh...,The One with the Male Nanny,David,9
722," Yeah, I should have told you.",The One with the Male Nanny,Phoebe,9
723," No... well, yeah.",The One with the Male Nanny,David,9
724," I'm sorry, I'm sorry.",The One with the Male Nanny,Phoebe,9
725," Well, i-it's okay. I-I-I understand... Well, s... well, are you happy "", 'with this guy?",The One with the Male Nanny,David,9
726, I am happy.,The One with the Male Nanny,Phoebe,9
727," Damn it! I-I'm sorry. I-I don't mean that. I-I want you to be happy... "", ""But only with me. No, uhm... that's not fair. Uh, who cares, leave him!. Oh, I "", ""don't mean that. Yes I do... I'm sorry Uhm, I... I think I should probably "", 'uhm... go...",The One with the Male Nanny,David,9
728," Well... but David, just... I just want you to know that... that... ', ""you know... telling you this... is one of the hardest things I've ever had to "", 'do.",The One with the Male Nanny,Phoebe,9
729," Well... just so you know... hearing it wasn't exactly a Vladnik "", 'carnival either... Can we at least hug goodbye?",The One with the Male Nanny,David,9
730," Of course, yeah.(they hug and Phoebe sighs... a little after that ', 'also David sighs and makes his way to the door) You know, a kiss on the cheek ', ""wouldn't be totally inappropriate...",The One with the Male Nanny,Phoebe,9
731, No... no...,The One with the Male Nanny,David,9
